AccidentId,Direction,PassengerNumber,FixedObstacle,MobileObstacle,ImpactPoint,Maneuver
201800027772,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800027772,Decreasing,0,,Vehicle,Back,Stopped
201800027773,Unknown,0,,Pedestrian,LeftBack,Reverse
201800027774,Unknown,0,,Pedestrian,LeftFront,NoDirectionChange
201800027775,Unknown,0,StationaryVehicle,,RightFront,SwerveToRight
201800027776,Unknown,0,,Vehicle,RightSide,PassLeft
201800027776,Unknown,0,,Vehicle,,NoDirectionChange
201800027777,Unknown,0,,Vehicle,Front,PassLeft
201800027777,Unknown,0,,Vehicle,LeftFront,TurnToLeft
201800027778,Increasing,0,,Vehicle,Front,SameDirectionOrLane
201800027778,Increasing,0,,Vehicle,Back,NoDirectionChange
201800027779,Increasing,0,ConcreteBarrier,Vehicle,Front,NoDirectionChange
201800027779,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800027780,Unknown,0,,Vehicle,Front,NoDirectionChange
201800027780,Unknown,0,,WildAnimal,LeftFront,NoDirectionChange
201800027781,Increasing,0,,Vehicle,LeftFront,SwerveToLeft
201800027781,Decreasing,0,,Vehicle,LeftFront,NoDirectionChange
201800027782,Unknown,0,ExitLaneWithoutObstacle,,,SwerveToLeft
201800027783,Unknown,0,,Vehicle,LeftBack,Reverse
201800027783,Unknown,0,,Vehicle,LeftSide,NoDirectionChange
201800027784,Unknown,0,,Vehicle,Front,SameDirectionOrLane
201800027784,Unknown,0,,Vehicle,Back,TurnToRight
201800027785,Unknown,0,,Vehicle,Front,SameDirectionOrLane
201800027785,Unknown,0,,Vehicle,RightBack,NoDirectionChange
201800027786,Unknown,0,,Pedestrian,Front,NoDirectionChange
201800027787,Decreasing,0,,Vehicle,LeftFront,PassRight
201800027787,Decreasing,0,StationaryVehicle,Vehicle,Back,NoDirectionChange
201800027788,Increasing,0,,Vehicle,Front,NoDirectionChange
201800027788,Decreasing,0,,Vehicle,LeftFront,TurnToLeft
201800027789,Unknown,0,DitchTalusOrRockyWall,,Multiple,NoDirectionChange
201800027790,Decreasing,0,,Vehicle,RightFront,PassLeft
201800027790,Decreasing,30,,Vehicle,LeftBack,NoDirectionChange
201800027791,Unknown,0,,Pedestrian,LeftFront,NoDirectionChange
201800027793,Unknown,0,,Vehicle,Front,SameDirectionOrLane
201800027793,Unknown,0,,Vehicle,Back,NoDirectionChange
201800027794,Increasing,0,,Vehicle,RightFront,NoDirectionChange
201800027794,Decreasing,0,,Vehicle,RightBack,TurnToLeft
201800027795,Unknown,0,,Pedestrian,RightFront,TurnToRight
201800027796,Unknown,0,,Pedestrian,LeftFront,NoDirectionChange
201800027797,Unknown,0,MetallicBarrier,,LeftFront,SwerveToLeft
201800027798,Unknown,0,,Pedestrian,RightFront,NoDirectionChange
201800027799,Unknown,0,Post,,Front,SwerveToLeft
201800027800,Unknown,0,,Vehicle,Front,Insertion
201800027800,Unknown,0,,Vehicle,RightBack,NoDirectionChange
201800027801,Unknown,0,ExitLaneWithoutObstacle,,LeftFront,PassLeft
201800027802,Unknown,0,SideWalkEdge,,Front,SwerveToRight
201800027803,Unknown,0,OtherInLane,,RightFront,NoDirectionChange
201800027804,Unknown,0,Post,,RightFront,NoDirectionChange
201800027805,Unknown,0,,Pedestrian,Front,Avoidance
201800027806,Increasing,0,,Vehicle,LeftSide,UTurnInLane
201800027806,Increasing,0,,Vehicle,Front,NoDirectionChange
201800027807,Unknown,0,,Vehicle,RightFront,TurnToLeft
201800027807,Unknown,0,,Vehicle,Front,NoDirectionChange
201800027809,Unknown,0,,Vehicle,LeftFront,NoDirectionChange
201800027809,Unknown,0,,Vehicle,LeftFront,PassLeft
201800027810,Unknown,0,Tree,,Front,NoDirectionChange
201800027811,Unknown,0,StationaryVehicle,,Front,NoDirectionChange
201800027813,Unknown,0,BuildingWallOrPier,,LeftBack,NoDirectionChange
201800027814,Increasing,0,,Vehicle,RightFront,TurnToLeft
201800027814,Increasing,0,,Vehicle,RightFront,NoDirectionChange
201800027815,Unknown,0,,Vehicle,RightFront,Reverse
201800027815,Unknown,0,,Vehicle,Front,NoDirectionChange
201800027816,Unknown,0,,Vehicle,LeftFront,ChangeToLeftLane
201800027816,Unknown,0,,Vehicle,LeftFront,PassLeft
201800027817,Increasing,0,,Vehicle,Front,SameDirectionOrLane
201800027817,Increasing,0,,Vehicle,Back,SameDirectionOrLane
201800027817,Increasing,0,,Vehicle,Back,NoDirectionChange
201800027818,Unknown,0,Post,,Front,TurnToRight
201800027819,Decreasing,0,,Vehicle,Front,SameDirectionOrLane
201800027819,Decreasing,0,,,,NoDirectionChange
201800027820,Unknown,0,BuildingWallOrPier,,Front,CrossLane
201800027822,Unknown,0,,Pedestrian,Front,NoDirectionChange
201800027824,Unknown,0,,Vehicle,LeftFront,NoDirectionChange
201800027824,Unknown,0,,Vehicle,LeftFront,Insertion
201800027825,Decreasing,0,,Vehicle,Front,SameDirectionOrLane
201800027825,Decreasing,0,,Vehicle,Back,Stopped
201800027826,Increasing,0,Post,,Front,SwerveToRight
201800027827,Unknown,0,,Pedestrian,Front,TurnToRight
201800027828,Unknown,0,,Vehicle,RightFront,NoDirectionChange
201800027828,Unknown,0,,Vehicle,LeftFront,NoDirectionChange
201800027829,Unknown,0,,Vehicle,LeftSide,Insertion
201800027829,Unknown,0,,Vehicle,Front,NoDirectionChange
201800027830,Unknown,0,,Vehicle,LeftBack,TurnToLeft
201800027830,Unknown,0,,Vehicle,Front,NoDirectionChange
201800027831,Unknown,0,,Pedestrian,RightFront,NoDirectionChange
201800027832,Increasing,0,,Pedestrian,Front,TurnToLeft
201800027833,Increasing,0,BuildingWallOrPier,,Front,SwerveToLeft
201800027834,Unknown,0,,Pedestrian,RightFront,NoDirectionChange
201800027836,Increasing,0,,,Front,SwerveToRight
201800027837,Increasing,0,,Vehicle,RightBack,Insertion
201800027837,Increasing,0,,Vehicle,Front,SameDirectionOrLane
201800027838,Unknown,0,,Vehicle,LeftFront,CrossLane
201800027838,Unknown,0,StationaryVehicle,,,
201800027839,Decreasing,0,,,,TurnToRight
201800027840,Increasing,0,,Vehicle,RightFront,TurnToLeft
201800027840,Decreasing,20,,Vehicle,Front,NoDirectionChange
201800027841,Increasing,0,,Vehicle,RightFront,
201800027841,Increasing,0,,Vehicle,RightBack,TurnToLeft
201800027842,Unknown,0,,Pedestrian,Front,NoDirectionChange
201800027843,Increasing,0,,DomesticAnimal,RightFront,NoDirectionChange
201800027844,Decreasing,0,DitchTalusOrRockyWall,,RightSide,NoDirectionChange
201800027845,Increasing,0,,Vehicle,Front,NoDirectionChange
201800027845,Increasing,0,,Vehicle,RightSide,CrossLane
201800027846,Increasing,0,,Pedestrian,RightFront,NoDirectionChange
201800027847,Decreasing,0,,Pedestrian,RightSide,SwerveToRight
201800027849,Increasing,0,,Vehicle,Front,SameDirectionOrLane
201800027849,Increasing,0,,Vehicle,Back,Stopped
201800027850,Increasing,0,BuildingWallOrPier,,LeftFront,SwerveToLeft
201800027851,Increasing,0,Tree,,RightSide,SwerveToRight
201800027852,Increasing,0,BuildingWallOrPier,,LeftFront,SwerveToLeft
201800027854,Decreasing,0,,Pedestrian,LeftFront,NoDirectionChange
201800027855,Increasing,0,,,Front,NoDirectionChange
201800027856,Decreasing,0,,Pedestrian,RightSide,
201800027857,Unknown,0,SideWalkEdge,,Front,SwerveToLeft
201800027858,Decreasing,0,,Vehicle,Front,SwerveToLeft
201800027858,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800027860,Decreasing,0,,Pedestrian,Front,NoDirectionChange
201800027861,Increasing,0,,Vehicle,RightSide,TurnToLeft
201800027861,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800027861,Decreasing,0,,Vehicle,,NoDirectionChange
201800027862,Decreasing,0,,Vehicle,RightFront,NoDirectionChange
201800027862,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800027863,Unknown,0,OtherInSidewalkOrShoulder,,LeftFront,SwerveToLeft
201800027864,Decreasing,0,,Pedestrian,Front,NoDirectionChange
201800027865,Increasing,0,,Vehicle,LeftFront,Insertion
201800027865,Decreasing,0,,Vehicle,Front,SameDirectionOrLane
201800027867,Decreasing,0,,Pedestrian,RightFront,NoDirectionChange
201800027868,Increasing,0,,Pedestrian,Front,NoDirectionChange
201800027869,Increasing,0,,Vehicle,,SameDirectionOrLane
201800027869,Increasing,0,,Vehicle,LeftFront,SameDirectionOrLane
201800027870,Increasing,0,,Pedestrian,RightFront,NoDirectionChange
201800027871,Increasing,0,SideWalkEdge,,Front,TurnToRight
201800027872,,0,,Pedestrian,RightFront,NoDirectionChange
201800027874,Increasing,0,,Vehicle,RightFront,PassLeft
201800027874,Increasing,0,,Vehicle,LeftFront,TurnToLeft
201800027875,Increasing,0,,Pedestrian,Front,NoDirectionChange
201800027876,Unknown,0,,Vehicle,LeftFront,TurnToLeft
201800027876,Unknown,0,,Vehicle,Front,PassLeft
201800027878,Increasing,0,,Vehicle,Front,Insertion
201800027878,Unknown,0,,,,NoDirectionChange
201800027879,Decreasing,0,,Vehicle,RightBack,TurnToLeft
201800027879,Increasing,0,,Vehicle,Front,NoDirectionChange
201800027880,Increasing,0,,Pedestrian,RightFront,NoDirectionChange
201800027881,Decreasing,0,ConcreteBarrier,,,NoDirectionChange
201800027882,Increasing,0,,Pedestrian,RightFront,NoDirectionChange
201800027883,Increasing,0,,Vehicle,Front,Insertion
201800027883,Decreasing,0,,Vehicle,Front,Insertion
201800027884,Increasing,0,,Vehicle,LeftFront,CrossLane
201800027884,Increasing,0,,Vehicle,,NoDirectionChange
201800027885,Unknown,0,,Pedestrian,LeftFront,Park
201800027886,Decreasing,0,,Vehicle,Front,SwerveToLeft
201800027886,Increasing,0,,Vehicle,Front,NoDirectionChange
201800027887,Increasing,0,,Vehicle,RightFront,TurnToLeft
201800027887,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800027889,Increasing,0,,Pedestrian,LeftFront,TurnToLeft
201800027890,Increasing,0,,Vehicle,RightBack,TurnToLeft
201800027890,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800027891,Increasing,0,SideWalkEdge,,RightSide,ChangeToLeftLane
201800027891,Unknown,0,,,,ChangeToLeftLane
201800027892,Decreasing,0,,Vehicle,LeftFront,SwerveToLeft
201800027892,Increasing,0,,Vehicle,LeftFront,NoDirectionChange
201800027892,Decreasing,0,Tree,Vehicle,LeftFront,NoDirectionChange
201800027893,Increasing,0,,Vehicle,LeftSide,Park
201800027893,Increasing,0,,Vehicle,Front,NoDirectionChange
201800027893,Decreasing,0,,Vehicle,LeftSide,WrongWay
201800027894,Unknown,0,,Vehicle,RightFront,CrossLane
201800027894,Increasing,0,,Vehicle,RightBack,NoDirectionChange
201800027895,Decreasing,0,Tree,,Multiple,
201800027896,Increasing,0,,Pedestrian,LeftFront,TurnToLeft
201800027897,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800027897,Increasing,0,,Vehicle,RightSide,CrossLane
201800027898,Unknown,0,,Pedestrian,Back,Reverse
201800027899,Increasing,0,,Vehicle,Front,TurnToRight
201800027899,Decreasing,0,,Vehicle,LeftFront,NoDirectionChange
201800027900,Decreasing,1,,Pedestrian,RightSide,
201800027901,Increasing,0,,Vehicle,LeftFront,CrossLane
201800027901,Decreasing,0,,Vehicle,LeftSide,TurnToLeft
201800027903,Increasing,0,,Pedestrian,Front,NoDirectionChange
201800027904,Unknown,0,OtherInLane,,Front,
201800027905,Unknown,0,,Vehicle,LeftFront,Insertion
201800027905,Unknown,0,,Vehicle,Front,NoDirectionChange
201800027906,Decreasing,0,,Pedestrian,Front,TurnToLeft
201800027907,Increasing,0,,Pedestrian,LeftFront,TurnToLeft
201800027908,Increasing,0,,Pedestrian,Front,Avoidance
201800027909,Increasing,0,,Pedestrian,Front,NoDirectionChange
201800027910,Increasing,0,,Vehicle,LeftFront,NoDirectionChange
201800027910,Decreasing,0,,,,
201800027911,Decreasing,0,,Pedestrian,RightFront,NoDirectionChange
201800027913,Increasing,0,,Vehicle,Back,SameDirectionOrLane
201800027913,Increasing,0,,Vehicle,Front,SameDirectionOrLane
201800027914,Decreasing,0,,Vehicle,RightFront,CrossLane
201800027914,Increasing,0,,Vehicle,Front,SameDirectionOrLane
201800027915,Increasing,0,,Pedestrian,Front,Avoidance
201800027916,Unknown,0,,Pedestrian,Front,NoDirectionChange
201800027917,Increasing,0,,Pedestrian,Front,TurnToRight
201800027918,Increasing,0,,Pedestrian,Front,TurnToLeft
201800027919,Decreasing,0,,Vehicle,Front,
201800027919,Increasing,0,,Vehicle,Front,CrossLane
201800027920,Increasing,0,,Vehicle,LeftFront,TurnToRight
201800027920,Increasing,0,,Vehicle,LeftFront,
201800027921,Unknown,0,,Vehicle,Front,PassLeft
201800027921,Unknown,0,,Vehicle,LeftFront,TurnToLeft
201800027922,Unknown,0,,Pedestrian,Front,NoDirectionChange
201800027923,Unknown,0,,Vehicle,Front,NoDirectionChange
201800027923,Unknown,0,,Vehicle,,Stopped
201800027924,Unknown,0,Post,,Front,SwerveToLeft
201800027925,Increasing,0,,Vehicle,Front,TurnToLeft
201800027925,Decreasing,0,,Vehicle,LeftSide,NoDirectionChange
201800027926,Decreasing,0,,Pedestrian,Front,NoDirectionChange
201800027927,Unknown,0,,Vehicle,RightFront,NoDirectionChange
201800027927,Unknown,0,,Vehicle,LeftBack,TurnToLeft
201800027928,Increasing,0,,Vehicle,RightFront,TurnToLeft
201800027928,Decreasing,0,,Vehicle,Front,Avoidance
201800027929,Decreasing,0,StreetFurniture,,Front,SameDirectionOrLane
201800027929,Decreasing,0,,Vehicle,Back,SameDirectionOrLane
201800027929,Decreasing,0,,,Back,Stopped
201800027930,Decreasing,1,,Pedestrian,Front,NoDirectionChange
201800027931,Increasing,0,,Pedestrian,RightFront,SameDirectionOrLane
201800027932,Increasing,0,,Vehicle,Front,SameDirectionOrLane
201800027932,Increasing,0,,Vehicle,Back,SameDirectionOrLane
201800027933,Unknown,0,,Vehicle,Front,SameDirectionOrLane
201800027933,Unknown,0,,Vehicle,Back,SameDirectionOrLane
201800027934,Decreasing,0,,Pedestrian,Front,NoDirectionChange
201800027935,Decreasing,0,,Pedestrian,LeftFront,
201800027936,Increasing,0,,Vehicle,Front,
201800027937,Decreasing,0,,Vehicle,Front,PassLeft
201800027937,Decreasing,0,,Vehicle,LeftBack,TurnToLeft
201800027938,Unknown,0,,Vehicle,Front,SameDirectionOrLane
201800027938,Unknown,0,,Vehicle,Back,Stopped
201800027939,Increasing,0,,Pedestrian,LeftSide,SwerveToRight
201800027940,Decreasing,0,,Pedestrian,Front,NoDirectionChange
201800027941,Unknown,0,,Vehicle,Front,TurnToRight
201800027941,Unknown,0,,Vehicle,RightSide,NoDirectionChange
201800027941,Unknown,0,,Vehicle,Front,NoDirectionChange
201800027942,Increasing,0,,Vehicle,LeftFront,SameDirectionOrLane
201800027942,Increasing,0,,Vehicle,Back,SameDirectionOrLane
201800027943,Decreasing,0,StreetFurniture,,LeftFront,SwerveToLeft
201800027944,Unknown,0,,Vehicle,Front,SameDirectionOrLane
201800027944,Unknown,0,,Vehicle,Back,SameDirectionOrLane
201800027945,Unknown,0,,Pedestrian,RightFront,TurnToLeft
201800027946,Decreasing,0,StationaryVehicle,Vehicle,Front,Avoidance
201800027946,Decreasing,10,,Vehicle,Back,Stopped
201800027947,Decreasing,0,,Pedestrian,RightFront,Avoidance
201800027948,Unknown,0,,Vehicle,Front,NoDirectionChange
201800027948,Unknown,0,,Vehicle,Back,NoDirectionChange
201800027949,Decreasing,0,,Pedestrian,Front,NoDirectionChange
201800027950,Increasing,0,,Vehicle,Front,SameDirectionOrLane
201800027950,Increasing,0,,Vehicle,LeftBack,NoDirectionChange
201800027951,Decreasing,0,,Pedestrian,RightSide,Reverse
201800027952,Increasing,0,,Pedestrian,Front,NoDirectionChange
201800027953,Decreasing,0,,Pedestrian,RightFront,
201800027956,Increasing,0,,,RightSide,
201800027957,Increasing,0,,Vehicle,Front,TurnToLeft
201800027957,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800027958,Decreasing,0,,Vehicle,Front,SameDirectionOrLane
201800027958,Decreasing,0,,Vehicle,Back,SameDirectionOrLane
201800027959,Decreasing,0,,Pedestrian,Front,TurnToLeft
201800027960,Increasing,0,,Pedestrian,Front,TurnToLeft
201800027961,Increasing,0,,Vehicle,LeftSide,NoDirectionChange
201800027961,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800027962,Unknown,0,,Vehicle,LeftBack,TurnToRight
201800027962,Unknown,0,,Vehicle,Front,NoDirectionChange
201800027963,Increasing,0,,Pedestrian,Front,TurnToLeft
201800027964,Unknown,0,,Vehicle,LeftFront,CrossLane
201800027964,Unknown,0,,Vehicle,LeftFront,TurnToLeft
201800027965,Unknown,0,Tree,Vehicle,LeftBack,
201800027965,Unknown,0,,Vehicle,Front,NoDirectionChange
201800027966,Decreasing,0,,Vehicle,LeftFront,Insertion
201800027966,Decreasing,2,,Vehicle,RightFront,BusLaneSameDirection
201800027967,Increasing,0,,Vehicle,Front,SameDirectionOrLane
201800027967,Increasing,0,,Vehicle,LeftBack,Park
201800027968,Increasing,0,,Vehicle,,TurnToLeft
201800027968,Decreasing,0,,Vehicle,RightSide,NoDirectionChange
201800027969,Increasing,0,,Vehicle,Front,CrossLane
201800027969,Increasing,0,,Vehicle,LeftFront,NoDirectionChange
201800027970,Increasing,0,,Vehicle,Back,Stopped
201800027970,Increasing,0,,Vehicle,Front,SameDirectionOrLane
201800027971,Increasing,0,Tree,,Front,SwerveToRight
201800027972,Increasing,0,,Vehicle,Front,TurnToLeft
201800027972,Increasing,0,,Vehicle,RightSide,NoDirectionChange
201800027973,Increasing,0,,Pedestrian,RightFront,Insertion
201800027974,Decreasing,0,,,RightFront,Insertion
201800027975,Increasing,0,,Pedestrian,LeftFront,
201800027978,Decreasing,0,,Vehicle,Front,SameDirectionOrLane
201800027978,Increasing,0,,Vehicle,RightSide,TurnToLeft
201800027979,Increasing,0,,Vehicle,Front,SameDirectionOrLane
201800027979,Increasing,0,,Vehicle,Back,
201800027980,Increasing,0,,Vehicle,Back,SameDirectionOrLane
201800027980,Increasing,0,,Vehicle,Front,SameDirectionOrLane
201800027982,Unknown,0,,Vehicle,Front,PassLeft
201800027982,Unknown,0,,Vehicle,Front,TurnToLeft
201800027983,Unknown,0,,Pedestrian,LeftFront,TurnToRight
201800027984,Increasing,0,,Pedestrian,RightBack,NoDirectionChange
201800027987,Unknown,0,OtherInLane,,Front,SameDirectionOrLane
201800027987,Unknown,0,OtherInLane,,Back,SameDirectionOrLane
201800027988,Increasing,0,,Pedestrian,LeftFront,TurnToLeft
201800027989,Increasing,0,,Pedestrian,Front,NoDirectionChange
201800027991,Increasing,0,,Vehicle,Front,CrossLane
201800027991,Increasing,0,,Vehicle,LeftFront,CrossLane
201800027993,Increasing,0,TrafficIslandRefugeOrMilestone,,Front,SwerveToLeft
201800027994,Increasing,0,,Vehicle,Front,PassLeft
201800027994,Increasing,0,,Vehicle,LeftFront,TurnToLeft
201800027995,Increasing,0,,Vehicle,Front,ChangeToRightLane
201800027995,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800027996,Unknown,0,,,,SameDirectionOrLane
201800027996,Unknown,0,,Vehicle,Back,SameDirectionOrLane
201800027997,Unknown,0,,WildAnimal,LeftSide,Insertion
201800027997,Unknown,0,,Vehicle,RightSide,NoDirectionChange
201800027998,Increasing,0,,Vehicle,,
201800027998,Increasing,0,,Vehicle,RightSide,SameDirectionOrLane
201800027999,Unknown,0,,Vehicle,Front,PassLeft
201800027999,Unknown,0,,Vehicle,LeftFront,TurnToLeft
201800028000,Decreasing,0,,Vehicle,LeftFront,TurnToLeft
201800028000,Increasing,0,,Vehicle,LeftFront,NoDirectionChange
201800028001,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800028001,Decreasing,0,,Vehicle,RightFront,TurnToLeft
201800028002,Unknown,0,,Vehicle,LeftSide,TurnToLeft
201800028002,Unknown,0,,Vehicle,Front,NoDirectionChange
201800028003,Increasing,0,StationaryVehicle,Vehicle,Front,
201800028003,Unknown,0,,,,
201800028004,Unknown,0,,Pedestrian,LeftBack,TurnToRight
201800028005,Increasing,0,,Vehicle,LeftFront,SwerveToLeft
201800028005,Decreasing,0,,Vehicle,LeftFront,NoDirectionChange
201800028006,Decreasing,0,,Pedestrian,Front,PassLeft
201800028007,Decreasing,0,Parapet,,Front,NoDirectionChange
201800028008,Unknown,0,,Vehicle,LeftSide,CrossLane
201800028008,Unknown,0,,WildAnimal,Front,NoDirectionChange
201800028009,Increasing,0,,Vehicle,Front,SameDirectionOrLane
201800028009,Increasing,0,,,Back,Stopped
201800028010,Increasing,0,,Vehicle,RightFront,TurnToRight
201800028010,Increasing,0,,Vehicle,LeftFront,SameDirectionOrLane
201800028011,Increasing,0,,Vehicle,LeftFront,OpenDoor
201800028011,Increasing,0,,Vehicle,RightFront,NoDirectionChange
201800028012,Unknown,0,StationaryVehicle,,Front,
201800028012,Unknown,0,StationaryVehicle,,RightFront,Parked
201800028013,Decreasing,0,,Pedestrian,LeftSide,NoDirectionChange
201800028014,Increasing,0,StationaryVehicle,,Front,SwerveToLeft
201800028014,Decreasing,0,StationaryVehicle,Vehicle,Front,Parked
201800028014,Increasing,0,,Vehicle,Front,
201800028015,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800028015,Decreasing,0,,Vehicle,Back,NoDirectionChange
201800028015,Decreasing,0,,,Back,NoDirectionChange
201800028016,Unknown,0,,Vehicle,Front,TurnToLeft
201800028016,Unknown,0,,Vehicle,Front,NoDirectionChange
201800028017,Unknown,0,,Vehicle,Front,SameDirectionOrLane
201800028017,Unknown,0,,,Back,SameDirectionOrLane
201800028019,Unknown,0,,Vehicle,LeftSide,PassLeft
201800028019,Unknown,0,,Vehicle,LeftSide,TurnToLeft
201800028020,Unknown,0,,RailedVehicle,LeftSide,
201800028020,Unknown,1,,Vehicle,LeftFront,NoDirectionChange
201800028021,,0,,Pedestrian,,
201800028022,Unknown,0,,Vehicle,RightBack,NoDirectionChange
201800028022,Unknown,0,,Vehicle,Front,Insertion
201800028023,Unknown,0,,Vehicle,Front,Insertion
201800028023,Unknown,0,,Vehicle,Front,NoDirectionChange
201800028024,Increasing,0,,Vehicle,Front,NoDirectionChange
201800028024,Increasing,0,,Vehicle,Multiple,NoDirectionChange
201800028024,Increasing,0,,Pedestrian,RightBack,NoDirectionChange
201800028025,Unknown,0,,Vehicle,RightFront,CrossLane
201800028025,Unknown,0,,Vehicle,Front,NoDirectionChange
201800028026,Increasing,0,,Pedestrian,RightFront,NoDirectionChange
201800028027,Increasing,0,,Vehicle,RightFront,SameDirectionOrLane
201800028027,Increasing,0,,Vehicle,LeftBack,Stopped
201800028029,Decreasing,0,,Vehicle,Front,SameDirectionOrLane
201800028029,Decreasing,0,,,Back,SameDirectionOrLane
201800028030,Unknown,0,,Vehicle,Front,NoDirectionChange
201800028030,Increasing,0,,Vehicle,LeftSide,TurnToLeft
201800028031,Decreasing,0,,Pedestrian,Front,TurnToLeft
201800028032,Increasing,50,,Pedestrian,LeftFront,
201800028033,Increasing,0,,Vehicle,Front,Insertion
201800028033,Increasing,0,,Vehicle,RightFront,NoDirectionChange
201800028034,Decreasing,0,,Vehicle,RightFront,NoDirectionChange
201800028034,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800028035,Unknown,0,,WildAnimal,LeftFront,OpenDoor
201800028035,Increasing,0,StationaryVehicle,,RightFront,NoDirectionChange
201800028036,Increasing,0,,Vehicle,Front,SameDirectionOrLane
201800028036,Increasing,0,,Vehicle,Back,Stopped
201800028037,Unknown,0,OtherInLane,,LeftFront,NoDirectionChange
201800028038,Increasing,0,,Vehicle,RightSide,NoDirectionChange
201800028038,Increasing,0,,Vehicle,LeftFront,NoDirectionChange
201800028039,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800028039,Increasing,0,,Vehicle,RightSide,TurnToLeft
201800028040,Decreasing,0,,Vehicle,Front,Insertion
201800028040,Decreasing,0,,Vehicle,RightSide,NoDirectionChange
201800028041,Unknown,0,,Vehicle,LeftSide,ChangeToLeftLane
201800028041,Unknown,0,,,RightSide,NoDirectionChange
201800028042,Unknown,0,,Vehicle,RightFront,Insertion
201800028042,Unknown,0,,Vehicle,LeftBack,Insertion
201800028043,Increasing,0,,Pedestrian,RightFront,NoDirectionChange
201800028044,Increasing,0,,Vehicle,RightSide,TurnToRight
201800028044,Increasing,0,,Vehicle,Front,NoDirectionChange
201800028045,Increasing,0,,Vehicle,RightFront,NoDirectionChange
201800028045,Increasing,0,StationaryVehicle,,LeftBack,NoDirectionChange
201800028048,Decreasing,0,,Pedestrian,LeftFront,NoDirectionChange
201800028050,Decreasing,0,,Vehicle,Front,PassRight
201800028050,Decreasing,0,,Vehicle,RightBack,OpenDoor
201800028051,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800028051,Increasing,0,,Vehicle,Front,NoDirectionChange
201800028052,Unknown,0,,Vehicle,LeftSide,ChangeToLeftLane
201800028052,Unknown,0,Tree,Vehicle,RightSide,NoDirectionChange
201800028053,Increasing,0,,Vehicle,LeftFront,TurnToLeft
201800028053,Decreasing,0,,Vehicle,Front,
201800028054,Decreasing,0,,Pedestrian,RightSide,NoDirectionChange
201800028055,Increasing,0,,Vehicle,Multiple,
201800028055,Decreasing,0,,Vehicle,RightFront,NoDirectionChange
201800028056,Increasing,0,,Vehicle,RightFront,SwerveToLeft
201800028056,Increasing,0,,Vehicle,Front,SameDirectionOrLane
201800028057,Unknown,0,,Vehicle,Front,SameDirectionOrLane
201800028057,Unknown,0,,Vehicle,RightBack,TurnToLeft
201800028058,Increasing,0,,Pedestrian,Front,NoDirectionChange
201800028059,Increasing,0,,Vehicle,LeftSide,
201800028059,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800028060,Unknown,0,,Vehicle,RightSide,NoDirectionChange
201800028060,Unknown,0,,,,
201800028061,Increasing,0,,Vehicle,LeftFront,ChangeToLeftLane
201800028061,Increasing,0,,Vehicle,RightBack,NoDirectionChange
201800028062,Increasing,0,,Vehicle,LeftFront,Insertion
201800028062,Increasing,0,,,RightFront,
201800028063,Decreasing,0,,Vehicle,Front,NoDirectionChange
201800028063,Decreasing,0,,Vehicle,Back,Stopped
201800028064,Increasing,0,,Vehicle,Front,SameDirectionOrLane
201800028064,Increasing,0,,Vehicle,LeftFront,SameDirectionOrLane
201800028065,Unknown,0,,Pedestrian,LeftSide,
201800028066,Increasing,0,StationaryVehicle,Pedestrian,RightSide,NoDirectionChange
201800028067,Unknown,0,,Vehicle,Front,Insertion
201800028067,Increasing,0,,Vehicle,RightFront,TurnToRight
201800028068,Unknown,0,,Vehicle,Front,SameDirectionOrLane
201800028068,Unknown,0,,Vehicle,Back,SameDirectionOrLane
201800028070,Unknown,0,BuildingWallOrPier,,Front,Avoidance
201800028071,Increasing,0,,Pedestrian,LeftFront,NoDirectionChange
201800028072,Unknown,0,,Vehicle,Front,NoDirectionChange
201800028072,Unknown,0,,Vehicle,RightFront,NoDirectionChange
201800028073,Increasing,0,,Pedestrian,RightFront,NoDirectionChange
201800028074,Unknown,0,,Vehicle,RightFront,NoDirectionChange
201800028074,Increasing,0,,Vehicle,Front,
201800028075,Increasing,0,,Vehicle,Front,PassLeft
201800028075,Increasing,0,,Vehicle,LeftBack,TurnToLeft
201800028076,Increasing,0,,Vehicle,RightFront,Insertion
201800028076,Decreasing,0,,Vehicle,Multiple,NoDirectionChange
201800028078,Decreasing,0,,Vehicle,LeftBack,
201800028078,Decreasing,0,,Vehicle,Front,Avoidance
201800028079,Decreasing,1,,Vehicle,RightSide,SwerveToLeft
