AccidentId,RoadType,RoadNumber,RoadSecNumber,RoadLetter,Circulation,LaneNumber,SpecialLane,Slope,RoadMarkerId,RoadMarkerDistance,Layout,StripWidth,LaneWidth,SurfaceCondition,Infrastructure,Localization,SchoolNear
201800022683,Departamental,130,,,TwoWay,2.0,0,Flat,48.0,200.0,Straight,,,Wet,Unknown,Shoulder,0.0
201800022684,Communal,,,,VariableWayNumber,2.0,0,Flat,,,Straight,,,,Unknown,Lane,0.0
201800022685,Communal,,,,TwoWay,2.0,0,Flat,,,Straight,,,Normal,Unknown,Lane,0.0
201800022686,Departamental,9420,,,TwoWay,2.0,0,TopHill,30.0,200.0,Straight,,,,Unknown,Lane,0.0
201800022687,National,1450,,,OneWay,1.0,0,Uphill,,,LeftCurve,,,Normal,,Shoulder,0.0
201800022688,Departamental,330,,,TwoWay,2.0,0,Uphill,16.0,545.0,RightCurve,,,Normal,Intersection,Lane,0.0
201800022689,Departamental,9900,,,TwoWay,2.0,0,Flat,41.0,108.0,,,,Normal,Unknown,Lane,0.0
201800022690,Departamental,1000,,,TwoWay,2.0,0,Flat,22.0,632.0,,,,Normal,Unknown,Lane,0.0
201800022691,Departamental,760,,,TwoWay,2.0,0,Uphill,5.0,350.0,LeftCurve,,,Normal,Unknown,Lane,0.0
201800022693,Departamental,9420,,,TwoWay,2.0,0,Flat,39.0,160.0,Straight,,,Wet,Unknown,Lane,0.0
201800022694,Highway,70,,,TwoWay,5.0,Reserved,Flat,98.0,600.0,Straight,,,Normal,Unknown,Lane,0.0
201800022695,Highway,70,,,OneWay,5.0,0,Flat,93.0,700.0,Straight,,,Normal,Unknown,Lane,0.0
201800022696,National,70,,,TwoWay,2.0,0,Flat,95.0,820.0,,,,Normal,Unknown,Lane,0.0
201800022697,Highway,70,,,DividedHighway,5.0,0,Flat,110.0,900.0,Straight,,,Normal,Unknown,Lane,0.0
201800022698,Highway,70,,,TwoWay,5.0,0,Flat,108.0,0.0,Straight,,,Normal,Unknown,EmergencyShoulder,0.0
201800022699,Highway,70,,,DividedHighway,5.0,0,Flat,112.0,900.0,Straight,,,Normal,Unknown,Lane,0.0
201800022700,Highway,70,,,DividedHighway,4.0,0,Flat,122.0,900.0,Straight,0.0,0.0,Normal,Unknown,Lane,0.0
201800022701,Highway,70,,,DividedHighway,3.0,0,Flat,134.0,500.0,Straight,0.0,0.0,Normal,Unknown,EmergencyShoulder,0.0
201800022702,Highway,70,,,OneWay,3.0,Reserved,Flat,110.0,650.0,LeftCurve,,,Normal,Unknown,EmergencyShoulder,0.0
201800022703,Highway,70,,,DividedHighway,5.0,0,Flat,123.0,800.0,Straight,,,Normal,Unknown,Lane,0.0
201800022704,Highway,70,,,OneWay,3.0,0,Flat,123.0,0.0,Straight,,,Normal,Unknown,EmergencyShoulder,0.0
201800022705,Highway,70,,,OneWay,3.0,0,Flat,104.0,0.0,Straight,,,Normal,Unknown,Shoulder,0.0
201800022706,Departamental,690,,,TwoWay,2.0,0,Flat,,,Straight,0.0,0.0,Wet,Unknown,Lane,99.0
201800022707,Departamental,930,,,TwoWay,2.0,0,Flat,10.0,250.0,Straight,,,Wet,Unknown,Lane,0.0
201800022708,Departamental,80,,,TwoWay,2.0,0,Flat,,,LeftCurve,,,Normal,Unknown,Lane,0.0
201800022710,Departamental,110,,,TwoWay,2.0,0,Uphill,,,Straight,,,Normal,Unknown,Sidewalk,0.0
201800022712,Departamental,110,,,TwoWay,2.0,0,Flat,4.0,400.0,Straight,,,Normal,Unknown,Lane,0.0
201800022713,Departamental,260,,,TwoWay,2.0,0,Flat,0.0,1.0,Straight,,,Normal,Intersection,Lane,0.0
201800022714,Departamental,6110,,,TwoWay,2.0,0,Flat,11.0,,Straight,,,Normal,Unknown,Lane,0.0
201800022717,Departamental,4180,,D,TwoWay,2.0,0,Flat,0.0,25.0,Straight,,,Wet,Unknown,Lane,0.0
201800022718,Departamental,61130,,,DividedHighway,2.0,0,Flat,21.0,900.0,Straight,,,Normal,,Lane,0.0
201800022720,Departamental,1140,,D,TwoWay,2.0,0,Flat,0.0,700.0,Straight,,,Normal,Unknown,Lane,0.0
201800022721,Departamental,1280,,D,TwoWay,2.0,0,Flat,2.0,,Straight,,,Normal,Unknown,Lane,0.0
201800022722,Departamental,6070,,,TwoWay,2.0,0,Flat,8.0,,Straight,,,Normal,Unknown,Shoulder,0.0
201800022723,Departamental,50,,,TwoWay,2.0,0,BottomHill,1.0,700.0,Straight,,,,Unknown,Lane,0.0
201800022724,Departamental,21130,,,Unknown,2.0,0,Uphill,0.0,1.0,,,,Normal,Unknown,Lane,0.0
201800022725,Departamental,6070,,,TwoWay,2.0,0,Flat,14.0,500.0,Straight,,,,,Lane,0.0
201800022726,Departamental,240,,,TwoWay,2.0,0,Flat,3.0,175.0,Straight,,,Normal,Unknown,Lane,0.0
201800022728,Departamental,6100,,,VariableWayNumber,3.0,0,Flat,27.0,0.0,Straight,,,Normal,Unknown,Lane,0.0
201800022729,Departamental,260,,A,TwoWay,2.0,0,Flat,8.0,500.0,Straight,,,Wet,Unknown,Lane,0.0
201800022730,Departamental,1060,,,TwoWay,2.0,0,Uphill,5.0,,Straight,,,Normal,Unknown,Shoulder,0.0
201800022731,Communal,,,,TwoWay,2.0,0,Flat,,,Straight,,,,Unknown,Lane,0.0
201800022732,Departamental,7940,,,TwoWay,2.0,0,Flat,68.0,669.0,Straight,0.0,0.0,Wet,Unknown,Lane,99.0
201800022733,Departamental,810,,,TwoWay,2.0,0,Flat,4.0,522.0,Straight,,,Normal,Unknown,Lane,99.0
201800022734,Departamental,200,,,TwoWay,2.0,0,Flat,12.0,950.0,Straight,,,Normal,Unknown,Lane,99.0
201800022736,Departamental,6370,,,Unknown,2.0,0,Flat,79.0,0.0,Straight,,,Normal,Unknown,Lane,99.0
201800022737,Departamental,1370,,,DividedHighway,4.0,0,BottomHill,72.0,250.0,Straight,,,Wet,Unknown,Lane,99.0
201800022738,Departamental,810,,,TwoWay,2.0,0,Flat,2.0,0.0,Straight,,,Normal,Unknown,Shoulder,99.0
201800022739,Departamental,7950,,,TwoWay,2.0,0,Flat,21.0,200.0,Straight,,,Normal,Unknown,Lane,99.0
201800022740,Departamental,90,,,TwoWay,2.0,0,Flat,14.0,870.0,Straight,,,Normal,Unknown,Shoulder,99.0
201800022741,Departamental,7950,,,DividedHighway,2.0,0,Flat,23.0,950.0,Straight,,,Wet,Unknown,Lane,99.0
201800022742,Departamental,40,,,TwoWay,2.0,0,Flat,21.0,545.0,Straight,,,Wet,Unknown,Lane,99.0
201800022743,Departamental,5500,,,,,,,1.0,560.0,,,,,,,
201800022744,Departamental,1430,,,TwoWay,2.0,0,Flat,6.0,650.0,LeftCurve,,,Normal,Unknown,Lane,0.0
201800022745,Departamental,1630,,,TwoWay,2.0,0,Flat,7.0,589.0,Straight,,,Normal,Unknown,Lane,0.0
201800022746,Departamental,1630,,,TwoWay,2.0,0,Flat,6.0,570.0,Straight,,,Wet,,Lane,0.0
201800022747,Communal,,,,TwoWay,2.0,0,Flat,,,Straight,,,Normal,Unknown,Lane,0.0
201800022748,Departamental,8330,,,TwoWay,2.0,0,Uphill,2.0,56.0,LeftCurve,,,Normal,Unknown,Sidewalk,0.0
201800022749,Departamental,5470,,,TwoWay,2.0,0,Flat,11.0,80.0,RightCurve,,,Normal,Unknown,Shoulder,0.0
201800022750,Departamental,320,,,TwoWay,2.0,0,Flat,3.0,350.0,RightCurve,,,Normal,,Lane,0.0
201800022751,Departamental,8330,,,TwoWay,2.0,0,Flat,20.0,900.0,Straight,,,Normal,Unknown,Lane,0.0
201800022752,Communal,9590,,,TwoWay,2.0,0,Flat,,,RightCurve,,,Normal,Unknown,Lane,0.0
201800022753,Departamental,1430,,,TwoWay,2.0,0,Flat,0.0,60.0,Straight,,,Normal,Unknown,Lane,0.0
201800022755,Departamental,590,,,,,,,21.0,655.0,,,,,,,
201800022756,Departamental,2190,,,TwoWay,2.0,0,TopHill,10.0,100.0,Straight,,,Normal,Bridge,Lane,0.0
201800022757,Departamental,2240,,,TwoWay,2.0,0,Flat,11.0,625.0,Straight,,,Normal,Unknown,Lane,0.0
201800022758,Communal,,,,TwoWay,2.0,0,Flat,,,Straight,,,Normal,Unknown,Lane,0.0
201800022759,Departamental,9400,,,TwoWay,2.0,0,Flat,96.0,850.0,RightCurve,,,Normal,Intersection,Lane,0.0
201800022760,Communal,,,,TwoWay,2.0,0,Flat,,,Straight,,,Normal,,Lane,0.0
201800022761,Communal,2300,,D,TwoWay,2.0,0,Flat,5.0,1.0,,,,Normal,Unknown,Sidewalk,0.0
201800022762,Communal,17770,,,TwoWay,2.0,0,Flat,,,Straight,,,Normal,Unknown,Lane,0.0
201800022763,Departamental,70,,N,TwoWay,2.0,0,Flat,80.0,0.0,Straight,,,Normal,,Lane,0.0
201800022764,Communal,,,,TwoWay,2.0,0,Flat,,,Straight,,,Normal,Bridge,Lane,0.0
201800022765,Departamental,15550,,D,DividedHighway,4.0,0,Flat,11.0,800.0,Straight,,,Normal,Unknown,Lane,0.0
201800022766,Departamental,100,,D,TwoWay,2.0,0,Uphill,14.0,624.0,RightCurve,,,Normal,Unknown,Lane,0.0
201800022767,Departamental,540,,,TwoWay,2.0,0,Flat,12.0,200.0,LeftCurve,,,Normal,Unknown,Lane,0.0
201800022768,Departamental,250,,,TwoWay,2.0,0,Flat,40.0,800.0,Straight,,,Normal,Unknown,Lane,0.0
201800022769,Departamental,480,,,TwoWay,2.0,0,Flat,15.0,500.0,Straight,,,Normal,Unknown,Lane,0.0
201800022770,National,70,,,DividedHighway,2.0,0,Flat,,,Straight,,,Normal,Unknown,Lane,0.0
201800022771,Departamental,15550,,D,TwoWay,4.0,SeparatedBike,Flat,9.0,0.0,RightCurve,,,Normal,Unknown,Shoulder,0.0
201800022772,Departamental,70,,N,TwoWay,2.0,0,Uphill,77.0,410.0,Straight,,,Normal,Unknown,Lane,0.0
201800022774,Departamental,250,,D,TwoWay,2.0,0,Uphill,50.0,600.0,Straight,,,Normal,Unknown,Lane,0.0
201800022775,Departamental,70,,,TwoWay,2.0,0,TopHill,77.0,400.0,Straight,,,Normal,Unknown,Lane,0.0
201800022777,Departamental,15550,,,DividedHighway,4.0,0,Flat,11.0,511.0,Straight,,,Normal,Unknown,Lane,0.0
201800022778,Departamental,250,,,DividedHighway,4.0,SeparatedBike,Uphill,50.0,0.0,Straight,,,Wet,Unknown,Shoulder,0.0
201800022779,Departamental,540,,,TwoWay,2.0,0,Flat,19.0,20.0,LeftCurve,,,,Unknown,Lane,0.0
201800022780,Departamental,8250,,D,TwoWay,2.0,0,Flat,40.0,850.0,LeftCurve,,,Wet,Unknown,Lane,0.0
201800022781,Communal,,,,TwoWay,2.0,0,Flat,,,Straight,,,Normal,Unknown,Lane,0.0
201800022782,Departamental,70,,D,TwoWay,2.0,0,Flat,70.0,800.0,Straight,,,Normal,Unknown,Lane,0.0
201800022783,Departamental,5550,,,TwoWay,2.0,0,Uphill,2.0,500.0,Straight,,,Normal,Unknown,Lane,0.0
201800022785,Departamental,360,,,TwoWay,2.0,0,Flat,3.0,259.0,Straight,,,Normal,Unknown,Lane,0.0
201800022786,Departamental,30,,,TwoWay,2.0,0,BottomHill,17.0,0.0,,,,Normal,Unknown,Lane,0.0
201800022787,Communal,,,,TwoWay,2.0,0,Flat,,,RightCurve,,,Normal,Unknown,Lane,0.0
201800022788,Departamental,10910,,D,TwoWay,2.0,0,Flat,40.0,100.0,Straight,,,Wet,,Lane,0.0
201800022789,Departamental,10910,,,TwoWay,2.0,0,Flat,40.0,830.0,Straight,,,Normal,Unknown,Lane,0.0
201800022790,National,940,,,TwoWay,2.0,0,Uphill,171.0,600.0,Straight,,,Normal,,Lane,0.0
201800022791,Departamental,10910,,,TwoWay,2.0,0,Flat,35.0,525.0,Straight,,,Normal,Unknown,Lane,0.0
201800022792,PublicParking,2000,,D,Unknown,0.0,0,Uphill,30.0,,LeftCurve,,,Normal,Unknown,Shoulder,0.0
201800022793,Departamental,10910,,,TwoWay,2.0,0,Flat,40.0,500.0,,,,,Unknown,Lane,0.0
201800022794,Departamental,10910,,,TwoWay,2.0,0,Uphill,40.0,500.0,Straight,,,Normal,Unknown,Lane,0.0
201800022795,Communal,10,,,TwoWay,2.0,0,Uphill,,,Straight,,,Normal,Unknown,Lane,0.0
201800022797,Communal,,,,,,,,,,,,,,,,
201800022798,Departamental,10830,,,DividedHighway,2.0,0,Flat,0.0,300.0,,,,Normal,,Shoulder,0.0
201800022799,Departamental,350,,,Unknown,2.0,SeparatedBike,Flat,5.0,350.0,Straight,,,Normal,,Lane,0.0
201800022801,Departamental,10830,,A,OneWay,1.0,0,Flat,11.0,700.0,LeftCurve,,,Normal,Unknown,Lane,0.0
201800022802,Departamental,2100,,,TwoWay,2.0,Reserved,Flat,5.0,0.0,Straight,,,Normal,Unknown,Lane,0.0
201800022804,Departamental,4240,,,TwoWay,2.0,0,Uphill,16.0,100.0,LeftCurve,,,Normal,,Lane,0.0
201800022805,Communal,,,,TwoWay,2.0,0,Uphill,,,RightCurve,,,Normal,Unknown,Lane,0.0
201800022806,Departamental,9210,,,TwoWay,2.0,0,Flat,5.0,420.0,Straight,0.0,0.0,Wet,Unknown,Lane,99.0
201800022807,Departamental,9210,,,TwoWay,0.0,0,Flat,5.0,0.0,RightCurve,30.0,70.0,Wet,Unknown,Lane,99.0
201800022808,Departamental,390,,A,TwoWay,2.0,0,Flat,0.0,540.0,S-Shape,0.0,50.0,Normal,Unknown,Lane,99.0
201800022810,Communal,00,,,TwoWay,2.0,0,Flat,,,Straight,0.0,60.0,Normal,,Lane,99.0
201800022811,Communal,00,,,TwoWay,2.0,0,Flat,,,Unknown,0.0,80.0,Normal,Unknown,Lane,99.0
201800022812,Departamental,210,,,Unknown,2.0,0,Flat,,,Straight,0.0,0.0,Wet,,Lane,99.0
201800022813,Departamental,50,,,TwoWay,2.0,0,Uphill,,,Straight,0.0,0.0,Normal,Bridge,Lane,99.0
201800022814,Departamental,8170,,,DividedHighway,2.0,0,Flat,0.0,0.0,,,,Normal,Unknown,Shoulder,0.0
201800022815,Communal,,,,TwoWay,2.0,0,Flat,0.0,0.0,Straight,,,Normal,Unknown,Shoulder,0.0
201800022816,Departamental,90,,,OneWay,0.0,0,Flat,0.0,0.0,Straight,,,Normal,Intersection,Shoulder,0.0
201800022818,Communal,,,,OneWay,1.0,0,Flat,0.0,0.0,Unknown,,,Wet,Unknown,Shoulder,0.0
201800022819,Communal,,,,OneWay,1.0,0,Flat,0.0,0.0,LeftCurve,,,Normal,Intersection,Shoulder,0.0
201800022821,Communal,,,,TwoWay,2.0,0,Flat,0.0,0.0,Straight,,,Normal,Unknown,Shoulder,0.0
201800022822,Departamental,50,,,TwoWay,2.0,0,Uphill,0.0,0.0,Straight,,,Normal,Unknown,Shoulder,0.0
201800022824,Communal,,,,Unknown,2.0,0,BottomHill,0.0,0.0,Straight,,,,,Shoulder,0.0
201800022825,Communal,,,,TwoWay,2.0,0,Flat,0.0,0.0,Straight,,,Normal,Unknown,Shoulder,0.0
201800022826,Departamental,50,,,TwoWay,2.0,0,Uphill,0.0,1.0,S-Shape,,,Wet,Unknown,Shoulder,0.0
201800022827,Departamental,50,,,TwoWay,2.0,0,Flat,0.0,1.0,RightCurve,,,Normal,Bridge,Shoulder,0.0
201800022828,Communal,,,,TwoWay,2.0,0,Flat,0.0,0.0,RightCurve,,,Wet,Unknown,Shoulder,0.0
201800022829,Communal,,,,TwoWay,2.0,0,Flat,0.0,0.0,Straight,,,Normal,Unknown,Shoulder,0.0
201800022830,Departamental,80,,,TwoWay,2.0,0,Flat,,,Straight,,,Normal,Unknown,Shoulder,0.0
201800022831,Departamental,80,,,TwoWay,2.0,0,Flat,8.0,595.0,LeftCurve,,,Normal,Unknown,Shoulder,0.0
201800022832,Communal,,,,TwoWay,2.0,0,Uphill,0.0,1.0,Straight,,,Normal,Unknown,Shoulder,0.0
201800022833,Communal,,,,OneWay,2.0,0,Flat,0.0,0.0,,,,Normal,Unknown,Shoulder,0.0
201800022834,Communal,,,,OneWay,1.0,0,Flat,0.0,0.0,,,,Normal,Unknown,Shoulder,0.0
201800022835,Communal,,,,TwoWay,2.0,0,Flat,0.0,0.0,Straight,,,Normal,Unknown,Shoulder,0.0
201800022837,Departamental,9210,,,TwoWay,0.0,0,Flat,,,Straight,,,Mud,Bridge,Shoulder,0.0
201800022838,Communal,,,,TwoWay,2.0,0,Flat,0.0,1.0,,,,,Unknown,Shoulder,0.0
201800022839,Communal,10,,D,TwoWay,2.0,0,Flat,1.0,25.0,Straight,,,Normal,Unknown,Lane,0.0
201800022840,Communal,,,,TwoWay,2.0,0,Uphill,,,Straight,,,,Unknown,Lane,0.0
201800022841,Communal,,,,OneWay,1.0,0,Flat,,,Straight,,,Normal,Unknown,Lane,0.0
201800022842,Communal,,,,OneWay,1.0,0,Uphill,,,LeftCurve,,,Normal,Unknown,Sidewalk,0.0
201800022843,Communal,,,,TwoWay,2.0,0,Flat,,,Straight,,,Normal,Unknown,Lane,0.0
201800022844,Communal,,,,TwoWay,2.0,0,Flat,,,Straight,,,Normal,Unknown,Lane,0.0
201800022845,Communal,,,,TwoWay,2.0,0,Uphill,,,Straight,,,Normal,Unknown,Lane,0.0
201800022846,Departamental,290,,,TwoWay,2.0,0,Uphill,7.0,600.0,Straight,,,Normal,Unknown,Lane,0.0
201800022847,Departamental,1470,,,TwoWay,2.0,SeparatedBike,Flat,13.0,0.0,Straight,,,Normal,Unknown,Lane,0.0
201800022848,Departamental,1470,,,TwoWay,2.0,SeparatedBike,Flat,11.0,800.0,Straight,,,,Unknown,Lane,0.0
201800022849,Departamental,290,,,OneWay,1.0,0,Flat,7.0,0.0,LeftCurve,,,Normal,Unknown,Lane,0.0
201800022850,Communal,,,,TwoWay,2.0,0,Flat,,,,,,Wet,Unknown,Lane,0.0
201800022851,PublicParking,,,,Unknown,0.0,0,Flat,,,Straight,,,Wet,Unknown,Lane,0.0
201800022852,Departamental,9480,,,TwoWay,2.0,0,TopHill,3.0,0.0,RightCurve,,,Normal,,Lane,0.0
201800022853,Departamental,1370,,,TwoWay,2.0,0,Flat,29.0,843.0,Straight,,,Normal,Intersection,Lane,0.0
201800022854,Communal,,,,TwoWay,2.0,0,Flat,69.0,50.0,Straight,,,Normal,Unknown,Shoulder,0.0
201800022855,Departamental,1480,,,TwoWay,2.0,0,Flat,31.0,0.0,Straight,,,,Unknown,Lane,0.0
201800022857,Communal,,,,DividedHighway,2.0,0,Flat,0.0,0.0,RightCurve,,,Normal,Unknown,Shoulder,0.0
201800022858,Communal,00,,,TwoWay,2.0,SeparatedBike,Flat,,,Straight,0.0,0.0,Wet,Unknown,Lane,0.0
201800022859,Communal,,,,TwoWay,3.0,Reserved,Flat,0.0,0.0,Straight,,,Normal,Unknown,Shoulder,0.0
201800022860,Communal,00,,,TwoWay,2.0,SeparatedBike,Flat,,,Straight,0.0,0.0,Normal,Unknown,Lane,99.0
201800022861,Communal,,,,TwoWay,2.0,0,Flat,0.0,0.0,Straight,,,Normal,Unknown,Shoulder,0.0
201800022862,Communal,00,,,TwoWay,2.0,0,Flat,,,Straight,0.0,0.0,Normal,Unknown,Lane,99.0
201800022863,Highway,6200,,,DividedHighway,4.0,0,Flat,10.0,399.0,,,,Normal,,Shoulder,0.0
201800022864,Highway,610,,,DividedHighway,3.0,0,Flat,233.0,800.0,Straight,0.0,0.0,Normal,,Lane,0.0
201800022865,Departamental,9160,,,TwoWay,3.0,0,Uphill,1.0,149.0,Straight,0.0,0.0,Wet,Unknown,Lane,0.0
201800022866,Highway,6200,,,DividedHighway,4.0,0,Uphill,,,RightCurve,0.0,0.0,Normal,Unknown,Lane,99.0
201800022867,Departamental,9800,,,DividedHighway,4.0,0,Flat,,,Straight,0.0,0.0,Wet,Unknown,Lane,99.0
201800022868,Communal,00,,,TwoWay,2.0,0,Flat,,,Straight,0.0,0.0,Normal,Unknown,Lane,0.0
201800022869,Communal,00,,,TwoWay,0.0,0,Flat,,,Straight,0.0,0.0,Normal,Unknown,Lane,99.0
201800022870,Communal,00,,,TwoWay,2.0,0,Flat,,,Straight,0.0,0.0,Normal,Unknown,Lane,0.0
201800022871,Highway,6200,,,OneWay,0.0,0,Uphill,,,RightCurve,0.0,0.0,Wet,Interchange,Lane,99.0
201800022872,Communal,00,,,OneWay,2.0,0,Flat,,,Straight,0.0,0.0,Wet,Unknown,Lane,99.0
201800022873,Communal,00,,,TwoWay,4.0,0,Flat,,,Straight,0.0,0.0,Wet,Unknown,Lane,0.0
201800022874,Communal,00,,,OneWay,0.0,0,Flat,,,Straight,0.0,0.0,Normal,Unknown,Lane,99.0
201800022875,Communal,00,,,TwoWay,2.0,0,Flat,,,Straight,0.0,0.0,Normal,Unknown,Lane,0.0
201800022876,Communal,00,,,TwoWay,2.0,0,Flat,,,Straight,0.0,0.0,Normal,Unknown,Lane,99.0
201800022878,Communal,00,,,DividedHighway,3.0,0,Flat,,,Straight,0.0,0.0,Normal,Unknown,Lane,0.0
201800022879,Communal,00,,,TwoWay,0.0,0,Flat,,,Straight,0.0,0.0,Wet,Unknown,Lane,99.0
201800022880,Communal,00,,,TwoWay,2.0,0,Flat,,,Straight,0.0,0.0,Normal,Unknown,Lane,3.0
201800022881,Communal,00,,,OneWay,3.0,0,Flat,,,Straight,0.0,0.0,Normal,Unknown,Lane,99.0
201800022882,Communal,00,,,TwoWay,2.0,0,Flat,,,Straight,0.0,0.0,Normal,Unknown,Lane,0.0
201800022884,Communal,00,,,TwoWay,2.0,SeparatedBike,Flat,,,Straight,0.0,0.0,Normal,Unknown,Lane,0.0
201800022885,Departamental,40,,,TwoWay,0.0,0,Flat,,,Straight,0.0,0.0,Wet,,Lane,99.0
201800022886,Communal,00,,,TwoWay,2.0,0,Uphill,,,Straight,0.0,0.0,Wet,Unknown,Lane,99.0
201800022887,Communal,00,,,OneWay,1.0,0,Flat,,,Unknown,0.0,0.0,,Unknown,Lane,99.0
201800022888,Highway,6200,,,DividedHighway,4.0,0,Flat,8.0,500.0,Straight,0.0,0.0,Normal,Unknown,Lane,99.0
201800022889,Highway,6210,,,DividedHighway,4.0,0,Uphill,2.0,500.0,Straight,0.0,0.0,Wet,Unknown,Lane,99.0
201800022890,Communal,00,,,TwoWay,2.0,0,Flat,,,Straight,0.0,0.0,Normal,Unknown,Lane,0.0
201800022891,Highway,640,,,DividedHighway,0.0,0,Flat,286.0,800.0,Straight,0.0,0.0,Wet,Unknown,Lane,99.0
201800022892,Communal,00,,,OneWay,2.0,SeparatedBike,Flat,,,LeftCurve,0.0,0.0,Wet,Unknown,Lane,0.0
201800022893,Highway,640,,,DividedHighway,4.0,0,Flat,,,Straight,0.0,0.0,,Interchange,Lane,99.0
201800022894,Communal,00,,,DividedHighway,4.0,0,Uphill,,,Straight,0.0,0.0,Normal,Unknown,Lane,0.0
201800022895,Communal,00,,,TwoWay,2.0,0,Flat,,,S-Shape,0.0,0.0,Wet,Unknown,Lane,99.0
201800022896,Communal,00,,,TwoWay,2.0,0,Flat,,,Straight,0.0,0.0,Wet,,Lane,99.0
201800022897,Highway,610,,,DividedHighway,4.0,0,Flat,0.0,900.0,LeftCurve,0.0,0.0,Normal,,Lane,0.0
201800022898,Communal,00,,,TwoWay,2.0,0,Flat,,,Straight,0.0,0.0,Normal,Unknown,Lane,99.0
201800022899,Highway,6240,,,DividedHighway,3.0,0,Flat,,,,0.0,0.0,Normal,Unknown,Lane,0.0
201800022900,Highway,6200,,,DividedHighway,0.0,0,Flat,5.0,600.0,Straight,0.0,0.0,Normal,,Lane,99.0
201800022901,Highway,6200,,,DividedHighway,4.0,0,Flat,5.0,500.0,Straight,0.0,0.0,Normal,Unknown,Lane,0.0
201800022902,Highway,620,,,DividedHighway,4.0,0,Flat,226.0,900.0,Straight,0.0,0.0,Normal,Unknown,Lane,99.0
201800022905,Communal,00,,,TwoWay,2.0,0,Flat,,,Straight,0.0,0.0,,Unknown,Lane,99.0
201800022906,Communal,00,,,TwoWay,0.0,0,Flat,,,,0.0,0.0,Normal,Unknown,Lane,99.0
201800022907,Communal,00,,,TwoWay,0.0,0,Flat,,,Straight,0.0,0.0,Normal,Unknown,Lane,99.0
201800022908,Communal,00,,,TwoWay,0.0,0,Flat,,,,0.0,0.0,Normal,,Lane,99.0
201800022909,Communal,00,,,TwoWay,0.0,0,Flat,,,Straight,0.0,0.0,Wet,Unknown,Lane,99.0
201800022911,Communal,00,,,TwoWay,2.0,SeparatedBike,Flat,,,Straight,0.0,0.0,Normal,Unknown,Lane,0.0
201800022912,Departamental,1200,,,DividedHighway,4.0,0,Flat,,,,0.0,0.0,Normal,Unknown,Lane,0.0
201800022913,Communal,00,,,OneWay,1.0,0,Flat,,,Straight,0.0,0.0,,Unknown,Lane,0.0
201800022915,Communal,00,,,OneWay,2.0,0,Uphill,,,LeftCurve,0.0,0.0,Normal,Unknown,Lane,0.0
201800022916,Communal,00,,,TwoWay,2.0,0,Flat,,,Straight,0.0,0.0,,Unknown,Lane,0.0
201800022917,National,1240,,,DividedHighway,4.0,0,Uphill,,,LeftCurve,0.0,0.0,Wet,Unknown,Lane,0.0
201800022918,Communal,00,,,OneWay,2.0,0,Flat,,,Straight,0.0,0.0,Normal,,Lane,0.0
201800022919,Communal,00,,,OneWay,2.0,0,Flat,,,Straight,0.0,0.0,Wet,,Lane,0.0
201800022920,Highway,6200,,,DividedHighway,4.0,0,Flat,,,,0.0,0.0,Normal,Unknown,Lane,0.0
201800022921,Highway,6200,,,DividedHighway,4.0,0,Flat,0.0,600.0,Straight,0.0,0.0,Normal,Unknown,Lane,0.0
201800022922,Communal,00,,,TwoWay,3.0,0,TopHill,,,Unknown,0.0,0.0,Normal,Unknown,Unknown,0.0
201800022923,Departamental,1120,,,TwoWay,2.0,0,Unknown,23.0,700.0,Straight,0.0,0.0,Normal,,Lane,99.0
201800022924,Highway,640,,,DividedHighway,3.0,0,Flat,2.0,660.0,Straight,0.0,0.0,Normal,Unknown,Lane,0.0
201800022926,Communal,00,,,TwoWay,0.0,Reserved,Uphill,,,Straight,0.0,0.0,Wet,Unknown,Lane,0.0
201800022928,Highway,620,,,TwoWay,3.0,0,Flat,227.0,600.0,,0.0,0.0,,Unknown,Lane,99.0
201800022929,Communal,00,,,TwoWay,2.0,0,Flat,,,,0.0,0.0,Normal,Unknown,Lane,0.0
201800022930,Communal,00,,,TwoWay,1.0,SeparatedBike,Flat,,,Straight,0.0,0.0,Normal,Unknown,BikeLane,0.0
201800022931,Communal,00,,,TwoWay,2.0,0,Flat,,,Straight,0.0,0.0,Normal,Unknown,Lane,0.0
201800022932,Communal,00,,,TwoWay,2.0,0,Flat,,,Straight,0.0,0.0,Wet,Unknown,Lane,0.0
201800022933,Communal,00,,,TwoWay,2.0,0,Flat,,,Straight,0.0,0.0,,Unknown,Lane,0.0
201800022934,Highway,6200,,,DividedHighway,3.0,0,Flat,7.0,700.0,Unknown,0.0,0.0,Wet,Unknown,Lane,99.0
201800022936,Communal,00,,,TwoWay,2.0,Reserved,Flat,,,Straight,0.0,0.0,Normal,Unknown,Lane,0.0
201800022937,Communal,00,,,TwoWay,2.0,0,TopHill,,,Straight,0.0,0.0,Normal,Unknown,Lane,0.0
201800022938,Communal,00,,,TwoWay,2.0,SeparatedBike,Flat,,,Straight,0.0,0.0,Normal,Unknown,Lane,0.0
201800022940,Communal,00,,,OneWay,1.0,0,Flat,,,Straight,0.0,0.0,,Unknown,Unknown,0.0
201800022941,Communal,00,,,TwoWay,2.0,0,Flat,,,LeftCurve,0.0,0.0,Normal,Unknown,Lane,0.0
