AccidentId,RoadType,Circulation,LaneNumber,SpecialLane,Slope,Layout,SurfaceCondition,Infrastructure,Localization,SchoolNear
201800027874,Communal,TwoWay,2,SeparatedBike,Uphill,Straight,Affected,Unknown,Lane,Missing
201800027876,Communal,TwoWay,2,0,Uphill,Straight,Normal,Unknown,Lane,No
201800027879,Communal,TwoWay,2,0,TopHill,Straight,Missing,Unknown,EmergencyShoulder,Missing
201800027880,Communal,Unknown,2,0,Uphill,Straight,Affected,Unknown,Shoulder,Missing
201800027883,Communal,TwoWay,2,0,Uphill,Straight,Normal,Unknown,Shoulder,Missing
201800027884,Departamental,TwoWay,0,0,Uphill,Straight,Normal,Missing,Shoulder,Missing
201800027886,Other,TwoWay,2,0,Flat,Missing,Affected,Unknown,Lane,No
201800027887,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,No
201800027889,Communal,OneWay,1,0,Uphill,Straight,Normal,Unknown,Unknown,Yes
201800027890,Communal,TwoWay,4,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800027892,Departamental,TwoWay,2,0,Flat,Straight,Normal,Missing,Shoulder,Missing
201800027893,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800027894,Communal,TwoWay,1,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800027895,Departamental,TwoWay,2,0,Flat,LeftCurve,Normal,Unknown,Shoulder,Missing
201800027898,Communal,Unknown,1,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800027903,Communal,OneWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800027904,Private,TwoWay,2,Reserved,Flat,Straight,Affected,Unknown,Shoulder,Missing
201800027906,PublicParking,Unknown,0,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800027907,Communal,OneWay,1,0,Flat,Unknown,Affected,Unknown,Lane,Yes
201800027908,Communal,TwoWay,2,0,Flat,Straight,Affected,Unknown,Lane,Missing
201800027909,Communal,OneWay,1,0,Flat,Straight,Normal,Unknown,Lane,No
201800027910,Communal,Unknown,2,0,Uphill,Straight,Normal,Unknown,Lane,Missing
201800027911,Departamental,TwoWay,2,0,Flat,Unknown,Normal,Unknown,Lane,No
201800027913,Communal,TwoWay,2,0,Flat,Straight,Affected,Unknown,Lane,No
201800027914,Other,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800027915,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800027916,Communal,OneWay,2,0,Flat,Missing,Normal,Unknown,Shoulder,Missing
201800027918,Communal,Unknown,1,0,Flat,LeftCurve,Normal,Unknown,Shoulder,Missing
201800027919,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800027920,Communal,TwoWay,2,0,Flat,Missing,Normal,Unknown,Shoulder,Missing
201800027921,Communal,TwoWay,2,0,Uphill,Missing,Missing,Unknown,Shoulder,Missing
201800027922,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,EmergencyShoulder,Missing
201800027923,Communal,OneWay,2,0,Flat,Missing,Normal,PedestrianZone,Shoulder,Missing
201800027924,Communal,TwoWay,2,0,Uphill,S-Shape,Missing,Missing,Shoulder,Missing
201800027925,Communal,Unknown,0,0,Unknown,Missing,Missing,Missing,Unknown,Missing
201800027926,Communal,TwoWay,2,0,Uphill,Straight,Normal,Unknown,Lane,Missing
201800027927,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800027928,Communal,TwoWay,0,0,Flat,Straight,Normal,Missing,Lane,Missing
201800027929,Departamental,TwoWay,2,0,Uphill,Straight,Normal,Unknown,Lane,No
201800027930,Communal,Unknown,2,0,Flat,Straight,Affected,Unknown,Lane,No
201800027931,Communal,TwoWay,3,0,Flat,RightCurve,Missing,Unknown,Lane,Yes
201800027932,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800027933,Communal,TwoWay,2,0,Flat,Straight,Affected,Missing,Lane,Missing
201800027935,Communal,Unknown,0,0,Unknown,Unknown,Unknown,Unknown,Lane,Missing
201800027936,Communal,Unknown,0,0,Unknown,Unknown,Affected,Unknown,Lane,No
201800027937,National,TwoWay,0,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800027938,Communal,Unknown,0,0,Unknown,Missing,Missing,Bridge,Lane,Missing
201800027945,Communal,OneWay,1,0,Uphill,Straight,Affected,Unknown,Lane,Missing
201800027946,Communal,TwoWay,2,0,Flat,LeftCurve,Dangerous,Unknown,Lane,No
201800027947,Communal,TwoWay,4,0,Flat,Straight,Dangerous,Unknown,Lane,No
201800027949,Communal,OneWay,2,0,Flat,Straight,Affected,Unknown,Lane,Missing
201800027950,Communal,OneWay,1,0,Flat,Missing,Normal,Unknown,Lane,No
201800027952,Communal,TwoWay,2,0,Flat,RightCurve,Normal,Unknown,Sidewalk,Missing
201800027953,Communal,TwoWay,2,0,Flat,Missing,Normal,Unknown,Lane,Yes
201800027956,Communal,TwoWay,0,0,Flat,RightCurve,Normal,Unknown,Lane,No
201800027957,Communal,TwoWay,3,0,Flat,Straight,Affected,Unknown,Lane,Missing
201800027958,Communal,TwoWay,2,0,Flat,Straight,Dangerous,Unknown,Lane,Missing
201800027960,Communal,OneWay,0,0,Flat,Straight,Affected,Intersection,Lane,No
201800027962,Communal,TwoWay,2,0,Flat,Missing,Normal,Unknown,Lane,Missing
201800027963,Communal,Unknown,0,0,Unknown,Missing,Missing,Missing,Unknown,Missing
201800027964,Communal,Unknown,0,0,Unknown,Missing,Missing,Missing,Unknown,Missing
201800027966,Communal,TwoWay,2,Reserved,Flat,Straight,Affected,Missing,Lane,Missing
201800027967,Communal,TwoWay,3,0,Flat,Straight,Affected,Unknown,Lane,Missing
201800027968,Communal,TwoWay,1,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800027969,Communal,TwoWay,2,0,Uphill,Missing,Normal,Missing,Lane,Missing
201800027970,Communal,Unknown,2,0,Flat,Straight,Normal,Unknown,Lane,No
201800027971,Communal,TwoWay,2,0,Flat,Unknown,Affected,Unknown,Sidewalk,No
201800027973,Communal,Unknown,0,0,Unknown,Missing,Missing,Missing,Unknown,Missing
201800027974,Departamental,Unknown,2,0,Flat,Straight,Normal,Unknown,Shoulder,No
201800027980,Communal,OneWay,2,SeparatedBike,Flat,Straight,Missing,Unknown,Shoulder,Missing
201800027982,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800027983,Communal,TwoWay,2,0,Flat,Straight,Missing,Intersection,Shoulder,Missing
201800027984,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800027987,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800027988,Communal,Unknown,0,0,Unknown,Missing,Missing,Missing,Unknown,Missing
201800027989,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800027991,Communal,TwoWay,2,0,Flat,Missing,Normal,Unknown,Shoulder,Missing
201800027993,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800027994,Communal,TwoWay,4,SeparatedBike,Flat,Missing,Normal,Unknown,Shoulder,Missing
201800027995,Communal,TwoWay,4,SeparatedBike,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800027996,Communal,TwoWay,3,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800027997,Communal,OneWay,2,0,Flat,LeftCurve,Normal,Intersection,Shoulder,Missing
201800027998,Departamental,Unknown,3,0,Flat,Straight,Normal,Tunnel,Shoulder,Missing
201800028001,Departamental,TwoWay,0,0,Flat,Missing,Missing,Unknown,Shoulder,Missing
201800028002,Communal,OneWay,1,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028003,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028005,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028006,Communal,Unknown,0,0,Unknown,Missing,Missing,Missing,Unknown,Missing
201800028008,Communal,Unknown,0,0,Unknown,Missing,Missing,Missing,Unknown,Missing
201800028010,Communal,TwoWay,2,0,Flat,Straight,Normal,Railroad,Shoulder,Missing
201800028011,Communal,TwoWay,1,0,Flat,Missing,Normal,Unknown,Shoulder,Missing
201800028014,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800028015,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028016,Communal,TwoWay,0,0,Flat,Straight,Missing,Unknown,Shoulder,Missing
201800028019,Communal,Unknown,0,0,Unknown,Missing,Missing,Missing,Unknown,Missing
201800028020,Communal,VariableWayNumber,4,Reserved,Flat,Straight,Normal,Railroad,Shoulder,Missing
201800028021,Communal,Unknown,0,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028022,Communal,TwoWay,0,0,Flat,LeftCurve,Normal,Intersection,Shoulder,Missing
201800028023,Communal,Unknown,3,Bike,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028025,Communal,TwoWay,2,0,Flat,Missing,Normal,Unknown,Lane,Missing
201800028027,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028029,National,TwoWay,3,0,Flat,Missing,Affected,Unknown,Shoulder,Missing
201800028030,Communal,TwoWay,4,0,Flat,Unknown,Missing,Unknown,Shoulder,Missing
201800028031,Communal,Unknown,0,0,Unknown,Missing,Missing,Missing,Unknown,Missing
201800028032,Communal,OneWay,1,Reserved,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028033,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028034,Communal,TwoWay,2,0,Uphill,Straight,Normal,Unknown,Shoulder,Missing
201800028035,Communal,Unknown,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028037,Communal,TwoWay,2,0,Uphill,Straight,Normal,Unknown,EmergencyShoulder,Missing
201800028038,Communal,Unknown,0,0,Unknown,Missing,Missing,Missing,Unknown,Missing
201800028039,Communal,TwoWay,4,0,Flat,Straight,Unknown,Unknown,Lane,Missing
201800028042,Communal,DividedHighway,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028043,Communal,OneWay,1,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028044,Departamental,TwoWay,4,SeparatedBike,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028045,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,EmergencyShoulder,Missing
201800028048,Communal,OneWay,2,0,Flat,Straight,Normal,Missing,Shoulder,Missing
201800028050,Communal,DividedHighway,4,0,Flat,Straight,Normal,Intersection,Shoulder,Missing
201800028051,Communal,Unknown,0,0,Uphill,Straight,Normal,Unknown,Lane,Missing
201800028053,Communal,TwoWay,4,0,Flat,Straight,Missing,Unknown,Shoulder,Missing
201800028054,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,EmergencyShoulder,Missing
201800028055,Departamental,TwoWay,2,0,Flat,Straight,Missing,Unknown,Shoulder,Missing
201800028056,Communal,TwoWay,2,0,Flat,LeftCurve,Affected,Unknown,Shoulder,Missing
201800028058,Communal,TwoWay,3,0,Flat,Missing,Normal,Unknown,Shoulder,Missing
201800028059,Communal,OneWay,2,SeparatedBike,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028060,Communal,DividedHighway,4,0,Flat,Missing,Normal,Unknown,Shoulder,Missing
201800028062,Communal,OneWay,0,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028064,Communal,OneWay,1,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028065,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028066,Communal,TwoWay,2,0,Uphill,Straight,Normal,Unknown,Shoulder,Missing
201800028067,Communal,OneWay,2,0,Flat,LeftCurve,Normal,Unknown,Shoulder,Missing
201800028068,Communal,TwoWay,4,0,Flat,Straight,Normal,Intersection,Shoulder,Missing
201800028070,Communal,TwoWay,2,0,Flat,Straight,Missing,Unknown,Shoulder,Missing
201800028071,Communal,TwoWay,2,0,Flat,Missing,Normal,Unknown,Shoulder,Missing
201800028072,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028074,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028075,Departamental,TwoWay,2,0,Uphill,Straight,Normal,Unknown,Shoulder,Missing
201800028078,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028079,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028080,Communal,DividedHighway,3,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028081,Communal,TwoWay,0,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028084,Departamental,VariableWayNumber,1,0,Uphill,Straight,Normal,Unknown,Shoulder,Missing
201800028085,Communal,OneWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028086,Communal,TwoWay,2,0,Flat,Missing,Normal,Tunnel,Shoulder,Missing
201800028087,Communal,OneWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028088,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028089,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028090,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028092,Communal,TwoWay,2,0,Flat,Missing,Normal,Unknown,Shoulder,Missing
201800028096,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028098,Communal,OneWay,1,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028104,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800028108,Communal,TwoWay,2,SeparatedBike,Flat,Straight,Missing,Unknown,Shoulder,Missing
201800028109,Communal,TwoWay,2,0,Flat,Straight,Missing,Unknown,Lane,Missing
201800028110,Communal,DividedHighway,5,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028111,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028112,Communal,TwoWay,2,0,Flat,Straight,Affected,Intersection,Shoulder,Missing
201800028115,Communal,DividedHighway,4,0,Flat,Straight,Missing,Unknown,Shoulder,Missing
201800028116,Communal,OneWay,1,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028117,National,TwoWay,3,0,Flat,Straight,Normal,Intersection,Shoulder,Missing
201800028118,Communal,TwoWay,2,0,Uphill,RightCurve,Unknown,Unknown,Shoulder,Missing
201800028119,Other,TwoWay,2,0,Flat,Straight,Affected,Missing,Shoulder,Missing
201800028121,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028122,Communal,Unknown,2,0,Flat,Straight,Normal,Missing,Shoulder,Missing
201800028124,Communal,TwoWay,2,0,Flat,Straight,Normal,Missing,Shoulder,Missing
201800028126,Communal,OneWay,1,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028127,Communal,TwoWay,2,SeparatedBike,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028128,Communal,OneWay,0,0,Flat,Missing,Normal,Unknown,Shoulder,Missing
201800028129,Communal,TwoWay,4,0,Flat,Missing,Normal,Missing,Shoulder,Missing
201800028133,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028135,Communal,OneWay,1,0,Uphill,Straight,Normal,Unknown,Shoulder,Missing
201800028137,Communal,TwoWay,3,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800028138,Communal,OneWay,0,0,Flat,Straight,Normal,Missing,Lane,Missing
201800028139,Communal,TwoWay,2,0,Uphill,Straight,Affected,Unknown,Shoulder,Missing
201800028140,National,TwoWay,3,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028145,Communal,OneWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028147,Communal,TwoWay,2,0,Uphill,Straight,Normal,Missing,EmergencyShoulder,Missing
201800028148,Communal,TwoWay,3,0,Flat,RightCurve,Affected,Unknown,Shoulder,Missing
201800028150,Communal,TwoWay,2,SeparatedBike,Flat,Missing,Affected,Unknown,Shoulder,Missing
201800028153,Communal,TwoWay,1,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028154,Communal,OneWay,2,Reserved,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028155,Communal,TwoWay,2,0,Flat,Missing,Normal,Unknown,Shoulder,Missing
201800028157,Communal,OneWay,2,0,TopHill,Straight,Normal,Unknown,Shoulder,Missing
201800028160,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028161,Communal,TwoWay,2,0,Uphill,Straight,Affected,Unknown,Shoulder,Missing
201800028162,Communal,TwoWay,2,0,Flat,Straight,Missing,Unknown,Shoulder,Missing
201800028164,Communal,OneWay,2,0,Flat,RightCurve,Normal,Unknown,Shoulder,Missing
201800028165,Communal,Unknown,0,0,Unknown,Missing,Missing,Missing,Unknown,Missing
201800028167,Communal,TwoWay,2,0,Uphill,Straight,Affected,Unknown,Shoulder,Missing
201800028168,Departamental,TwoWay,2,0,Flat,Straight,Affected,Intersection,Shoulder,Missing
201800028169,Communal,Unknown,0,0,Unknown,Missing,Missing,Missing,Unknown,Missing
201800028170,Communal,Unknown,0,0,Unknown,Missing,Missing,Missing,Unknown,Missing
201800028171,Communal,TwoWay,4,0,Uphill,Straight,Affected,Unknown,Shoulder,Missing
201800028172,National,TwoWay,5,0,Flat,Straight,Affected,Interchange,Shoulder,Missing
201800028173,Communal,TwoWay,2,0,BottomHill,Straight,Affected,Unknown,Shoulder,Missing
201800028174,Communal,TwoWay,0,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028175,Departamental,OneWay,4,SeparatedBike,Flat,Straight,Missing,Unknown,Shoulder,Missing
201800028177,Communal,Unknown,0,0,Unknown,Missing,Missing,Missing,Unknown,Missing
201800028178,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028179,Communal,TwoWay,2,0,Flat,Missing,Normal,Unknown,Shoulder,Missing
201800028182,Departamental,TwoWay,4,Bike,Uphill,Straight,Unknown,Interchange,Shoulder,Missing
201800028183,Communal,TwoWay,0,0,Flat,Straight,Affected,Unknown,Shoulder,Missing
201800028184,Communal,TwoWay,2,0,Flat,LeftCurve,Affected,Unknown,Shoulder,Missing
201800028185,Communal,DividedHighway,4,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028186,Communal,TwoWay,3,0,Flat,Straight,Affected,Unknown,EmergencyShoulder,Missing
201800028187,Communal,Unknown,0,0,Unknown,Missing,Missing,Missing,Unknown,Missing
201800028188,Communal,TwoWay,0,0,Flat,Straight,Affected,Unknown,Shoulder,Missing
201800028189,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028190,Communal,TwoWay,0,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028191,Communal,TwoWay,4,Reserved,Flat,LeftCurve,Normal,Unknown,EmergencyShoulder,Missing
201800028193,Communal,TwoWay,2,0,Flat,Missing,Affected,Missing,Shoulder,Missing
201800028195,Departamental,TwoWay,2,0,Uphill,RightCurve,Affected,Unknown,Shoulder,No
201800028197,National,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028199,PublicParking,Unknown,1,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028201,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028204,Communal,TwoWay,2,0,Flat,Straight,Normal,Missing,Shoulder,Missing
201800028205,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028207,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028209,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028215,Communal,TwoWay,2,0,Flat,Straight,Affected,Bridge,Shoulder,Missing
201800028216,Communal,TwoWay,2,0,Flat,Straight,Affected,Unknown,Shoulder,Missing
201800028217,Communal,OneWay,1,0,Uphill,LeftCurve,Normal,Intersection,Shoulder,Missing
201800028219,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028220,Communal,Unknown,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028221,Communal,TwoWay,2,0,Flat,RightCurve,Normal,Unknown,Shoulder,Missing
201800028222,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,No
201800028223,Communal,TwoWay,2,0,Flat,Unknown,Normal,Intersection,Lane,Yes
201800028224,Departamental,TwoWay,1,0,Uphill,Straight,Missing,Unknown,Lane,No
201800028225,Departamental,DividedHighway,2,0,Flat,Straight,Affected,Unknown,Lane,Missing
201800028226,Communal,Unknown,1,0,Flat,Straight,Missing,Unknown,Lane,Missing
201800028227,Communal,DividedHighway,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800028228,Communal,TwoWay,3,0,Flat,Straight,Normal,Intersection,Lane,No
201800028229,Departamental,TwoWay,2,Bike,Flat,Straight,Normal,Unknown,Lane,No
201800028230,Departamental,DividedHighway,2,0,Flat,Straight,Normal,Unknown,Lane,No
201800028231,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028232,Communal,TwoWay,4,0,Flat,Straight,Normal,Intersection,Shoulder,Missing
201800028233,Communal,DividedHighway,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028235,Communal,TwoWay,2,0,Flat,Straight,Missing,Unknown,Shoulder,Missing
201800028238,Communal,TwoWay,2,0,Flat,S-Shape,Normal,Unknown,Shoulder,Missing
201800028240,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028242,Departamental,TwoWay,2,0,TopHill,LeftCurve,Normal,Unknown,Shoulder,Missing
201800028243,Departamental,TwoWay,5,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028245,Communal,Unknown,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028247,Departamental,TwoWay,1,0,Flat,Straight,Missing,Missing,Shoulder,Missing
201800028251,Departamental,TwoWay,2,0,Flat,Straight,Affected,Unknown,Lane,No
201800028252,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028253,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028254,Departamental,TwoWay,2,0,Uphill,Straight,Normal,Unknown,Shoulder,Missing
201800028256,Departamental,TwoWay,2,0,Flat,RightCurve,Affected,Unknown,Shoulder,Missing
201800028259,Communal,TwoWay,2,0,Flat,Straight,Normal,Missing,Shoulder,Missing
201800028264,Departamental,TwoWay,2,0,Flat,Straight,Normal,Missing,Shoulder,Missing
201800028265,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028266,PublicParking,Unknown,0,0,Flat,Straight,Normal,Missing,Lane,No
201800028267,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028268,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028270,National,DividedHighway,4,0,Flat,Straight,Unknown,Unknown,Shoulder,Missing
201800028271,Departamental,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028273,Departamental,TwoWay,2,0,Uphill,Straight,Normal,Unknown,Shoulder,Missing
201800028276,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028279,National,OneWay,2,0,Flat,RightCurve,Affected,Unknown,Shoulder,Missing
201800028280,Communal,TwoWay,2,0,Uphill,Missing,Normal,Unknown,Shoulder,Missing
201800028281,Communal,TwoWay,2,Bike,Flat,Straight,Normal,Unknown,Lane,No
201800028282,Communal,TwoWay,2,0,Flat,Straight,Normal,Intersection,EmergencyShoulder,Missing
201800028283,Communal,TwoWay,2,0,Flat,Straight,Missing,Unknown,Shoulder,Missing
201800028284,Communal,OneWay,3,0,Flat,Straight,Affected,Unknown,Shoulder,Missing
201800028285,Communal,OneWay,1,0,Flat,Straight,Normal,Unknown,Shoulder,Missing
201800028286,Communal,OneWay,1,0,Flat,Straight,Affected,Unknown,Lane,Yes
201800028288,Communal,TwoWay,1,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800028289,PublicParking,Unknown,0,0,Flat,Unknown,Unknown,Unknown,Unknown,Missing
201800028290,Communal,OneWay,2,0,Flat,Straight,Normal,Missing,Lane,Missing
201800028293,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800028294,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800028296,Communal,TwoWay,0,0,Flat,Straight,Affected,Unknown,Lane,Missing
201800028297,Communal,TwoWay,0,0,Flat,Missing,Missing,Unknown,Lane,Missing
201800028300,Communal,OneWay,2,0,Flat,Unknown,Unknown,Unknown,Lane,Missing
201800028301,Communal,TwoWay,4,SeparatedBike,Flat,Straight,Unknown,Unknown,Lane,Missing
201800028304,Communal,OneWay,2,0,Flat,Missing,Affected,Unknown,Lane,Missing
201800028306,Communal,TwoWay,4,0,Flat,Straight,Normal,Missing,Lane,Missing
201800028307,Communal,TwoWay,4,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800028309,Communal,OneWay,2,0,Flat,Unknown,Normal,Unknown,Lane,Missing
201800028310,Communal,TwoWay,2,0,Unknown,Unknown,Normal,Unknown,Lane,Missing
201800028311,Communal,TwoWay,4,0,Unknown,Unknown,Normal,Unknown,Sidewalk,Missing
201800028314,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,No
201800028315,Communal,TwoWay,2,0,Unknown,Missing,Normal,Unknown,Lane,Missing
201800028316,Communal,TwoWay,4,0,Flat,Straight,Affected,Unknown,Lane,Missing
201800028317,Communal,TwoWay,2,0,Flat,Unknown,Unknown,Unknown,Lane,Missing
201800028318,Communal,TwoWay,0,Reserved,Flat,Unknown,Normal,Unknown,Lane,Missing
201800028320,Communal,OneWay,2,0,Uphill,Straight,Normal,Unknown,Lane,Missing
201800028321,Communal,TwoWay,4,0,Flat,Missing,Normal,Unknown,Lane,Missing
201800028323,Communal,OneWay,1,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800028325,Communal,TwoWay,3,0,Flat,Straight,Normal,Unknown,Lane,No
201800028328,Communal,TwoWay,4,0,Flat,Straight,Normal,Unknown,Lane,No
201800028331,Communal,TwoWay,1,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800028332,Communal,TwoWay,1,0,Flat,Straight,Affected,Unknown,Sidewalk,Missing
201800028333,Communal,TwoWay,4,0,Flat,Straight,Affected,Unknown,Lane,Missing
201800028334,Communal,TwoWay,1,0,Flat,Missing,Affected,Unknown,Lane,Missing
201800028335,Communal,OneWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800028336,Communal,OneWay,1,0,Flat,Unknown,Unknown,Unknown,Lane,Missing
201800028337,Communal,OneWay,1,0,Uphill,Straight,Normal,Unknown,Lane,Missing
201800028338,Communal,TwoWay,2,0,Flat,Straight,Missing,Unknown,Lane,Missing
201800028339,Communal,TwoWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800028340,Communal,OneWay,2,0,Flat,Unknown,Normal,Unknown,Lane,Missing
201800028341,Communal,OneWay,2,0,Flat,Straight,Normal,Unknown,Lane,Missing
201800028342,Communal,OneWay,2,0,Flat,Unknown,Normal,Unknown,Lane,Missing
201800028344,Communal,TwoWay,2,0,Flat,Straight,Dangerous,Unknown,Lane,Missing
