AccidentId,Direction,FixedObstacle,MobileObstacle,ImpactPoint,Maneuver_grouped
201800020471,Unknown,Not_Applicable,Vehicle,LeftSide,Straight
201800020472,Increasing,Not_Applicable,Vehicle,LeftFront,Turn
201800020472,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800020473,Unknown,Not_Applicable,Pedestrian,Front,Overtake
201800020474,Decreasing,Not_Applicable,Vehicle,Front,SwerveTurn
201800020474,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020476,Decreasing,Not_Applicable,Not_Applicable,LeftSide,StoppedOrParked
201800020476,Increasing,StationaryVehicle,Not_Applicable,Front,Straight
201800020477,Decreasing,Not_Applicable,Vehicle,LeftFront,SwerveTurn
201800020477,Decreasing,Not_Applicable,Vehicle,LeftFront,Straight
201800020479,Increasing,DitchTalusOrRockyWall,Not_Applicable,RightFront,Straight
201800020481,Decreasing,Not_Applicable,Vehicle,RightBack,Turn
201800020481,Unknown,Not_Applicable,Vehicle,Front,Turn
201800020483,Increasing,Not_Applicable,Vehicle,Front,Turn
201800020483,Decreasing,Not_Applicable,Vehicle,LeftFront,Straight
201800020484,Unknown,Not_Applicable,Vehicle,LeftFront,Straight
201800020484,Unknown,Not_Applicable,Vehicle,Front,Straight
201800020485,Increasing,Not_Applicable,Vehicle,LeftFront,Straight
201800020485,Increasing,Not_Applicable,Vehicle,RightFront,Turn
201800020486,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020486,Increasing,Not_Applicable,Vehicle,LeftSide,Turn
201800020487,Decreasing,DitchTalusOrRockyWall,Vehicle,LeftSide,Straight
201800020487,Unknown,Not_Applicable,Vehicle,Front,LaneChange
201800020491,Increasing,Not_Applicable,Vehicle,LeftFront,Straight
201800020491,Decreasing,DitchTalusOrRockyWall,Vehicle,Front,Straight
201800020492,Decreasing,Not_Applicable,DomesticAnimal,Front,Straight
201800020494,Unknown,Not_Applicable,Vehicle,LeftFront,Turn
201800020494,Unknown,Not_Applicable,Vehicle,Front,HighRisk
201800020495,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020495,Increasing,Not_Applicable,Vehicle,LeftFront,Turn
201800020502,Unknown,ExitLaneWithoutObstacle,Not_Applicable,LeftFront,ModerateRisk
201800020503,Unknown,Not_Applicable,Not_Applicable,LeftBack,Unknown
201800020503,Unknown,Not_Applicable,Vehicle,RightFront,Unknown
201800020504,Increasing,Post,Not_Applicable,Unknown,Unknown
201800020505,Increasing,Post,Not_Applicable,Multiple,Straight
201800020506,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800020507,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020507,Increasing,Not_Applicable,Vehicle,RightBack,StoppedOrParked
201800020507,Decreasing,Not_Applicable,Vehicle,LeftFront,Straight
201800020509,Increasing,Not_Applicable,Vehicle,Back,Straight
201800020509,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020510,Decreasing,Not_Applicable,Vehicle,LeftFront,Turn
201800020510,Increasing,Not_Applicable,Vehicle,RightFront,Straight
201800020511,Increasing,Not_Applicable,Vehicle,Unknown,Unknown
201800020511,Unknown,Not_Applicable,Vehicle,Unknown,Straight
201800020512,Decreasing,DitchTalusOrRockyWall,Not_Applicable,RightFront,Straight
201800020513,Increasing,Not_Applicable,Vehicle,LeftFront,Straight
201800020513,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800020514,Unknown,Not_Applicable,Vehicle,LeftFront,HighRisk
201800020515,Decreasing,DitchTalusOrRockyWall,Not_Applicable,RightFront,Straight
201800020516,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800020516,Decreasing,Not_Applicable,Not_Applicable,Unknown,Turn
201800020516,Increasing,Not_Applicable,Vehicle,Front,Unknown
201800020519,Unknown,Not_Applicable,Not_Applicable,LeftSide,StoppedOrParked
201800020519,Unknown,SideWalkEdge,Vehicle,Front,Straight
201800020520,Increasing,DitchTalusOrRockyWall,Not_Applicable,RightSide,Straight
201800020521,Unknown,Not_Applicable,Not_Applicable,Unknown,Unknown
201800020522,Decreasing,Not_Applicable,Pedestrian,Front,Straight
201800020523,Decreasing,DitchTalusOrRockyWall,Not_Applicable,Unknown,Straight
201800020525,Decreasing,Tree,Not_Applicable,LeftFront,Overtake
201800020526,Increasing,Not_Applicable,Vehicle,LeftBack,LaneChange
201800020526,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800020529,Decreasing,Not_Applicable,Vehicle,Front,HighRisk
201800020529,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020530,Unknown,Not_Applicable,Vehicle,Front,ModerateRisk
201800020530,Increasing,Not_Applicable,Vehicle,LeftSide,Straight
201800020531,Unknown,Not_Applicable,Vehicle,Front,Straight
201800020533,Increasing,Not_Applicable,Pedestrian,Front,LaneChange
201800020535,Increasing,Not_Applicable,Not_Applicable,RightFront,Straight
201800020536,Increasing,Not_Applicable,Pedestrian,Front,Straight
201800020537,Unknown,Not_Applicable,Pedestrian,Front,LaneChange
201800020538,Increasing,DitchTalusOrRockyWall,Not_Applicable,Front,Straight
201800020539,Decreasing,Not_Applicable,Vehicle,LeftFront,SwerveTurn
201800020539,Increasing,Not_Applicable,Not_Applicable,LeftBack,Straight
201800020539,Increasing,Not_Applicable,Not_Applicable,LeftFront,Straight
201800020540,Decreasing,Not_Applicable,Vehicle,LeftFront,SwerveTurn
201800020540,Increasing,Not_Applicable,Vehicle,LeftFront,Straight
201800020540,Increasing,Not_Applicable,Vehicle,RightFront,Straight
201800020541,Increasing,OtherInSidewalkOrShoulder,Not_Applicable,RightSide,Straight
201800020542,Increasing,Not_Applicable,Vehicle,Front,LaneChange
201800020542,Decreasing,Not_Applicable,Vehicle,LeftBack,Straight
201800020542,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800020543,Decreasing,Not_Applicable,Vehicle,RightFront,Straight
201800020543,Decreasing,Not_Applicable,Vehicle,LeftFront,ModerateRisk
201800020545,Increasing,Not_Applicable,Vehicle,RightSide,Overtake
201800020545,Increasing,Not_Applicable,Vehicle,LeftSide,SwerveTurn
201800020546,Decreasing,DitchTalusOrRockyWall,Not_Applicable,RightFront,Unknown
201800020547,Unknown,Not_Applicable,Other,RightFront,Overtake
201800020547,Unknown,Not_Applicable,Not_Applicable,LeftFront,Straight
201800020548,Increasing,SideWalkEdge,Not_Applicable,Unknown,Straight
201800020550,Unknown,Tree,Not_Applicable,Unknown,Straight
201800020551,Unknown,OtherInLane,Vehicle,LeftFront,Turn
201800020551,Unknown,OtherInLane,Vehicle,Front,Overtake
201800020552,Unknown,Not_Applicable,Vehicle,LeftFront,Straight
201800020552,Unknown,Not_Applicable,Vehicle,LeftFront,HighRisk
201800020553,Unknown,Not_Applicable,Pedestrian,Front,Straight
201800020554,Unknown,Not_Applicable,Pedestrian,RightBack,Straight
201800020556,Increasing,SideWalkEdge,Not_Applicable,Front,Straight
201800020558,Increasing,Not_Applicable,Vehicle,LeftFront,LaneChange
201800020558,Increasing,Not_Applicable,Vehicle,Unknown,Straight
201800020559,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020559,Decreasing,Not_Applicable,Vehicle,Back,Straight
201800020560,Increasing,Not_Applicable,Pedestrian,Front,Straight
201800020561,Increasing,DitchTalusOrRockyWall,Not_Applicable,Multiple,Straight
201800020562,Decreasing,Not_Applicable,Pedestrian,RightSide,Straight
201800020563,Increasing,Not_Applicable,Vehicle,LeftSide,ModerateRisk
201800020563,Decreasing,Not_Applicable,Vehicle,Front,Overtake
201800020564,Increasing,Not_Applicable,Pedestrian,Back,ModerateRisk
201800020566,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020566,Increasing,Not_Applicable,Vehicle,Back,StoppedOrParked
201800020567,Increasing,Not_Applicable,Vehicle,Front,Turn
201800020567,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800020568,Decreasing,BuildingWallOrPier,Not_Applicable,Front,Straight
201800020569,Decreasing,Not_Applicable,Vehicle,Front,ModerateRisk
201800020569,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800020570,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020570,Increasing,Not_Applicable,Vehicle,Back,Straight
201800020573,Decreasing,Not_Applicable,Vehicle,LeftFront,ModerateRisk
201800020573,Decreasing,Not_Applicable,Vehicle,RightBack,Straight
201800020574,Increasing,Not_Applicable,Pedestrian,Front,Straight
201800020575,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020575,Increasing,Not_Applicable,Vehicle,Back,StoppedOrParked
201800020576,Decreasing,Not_Applicable,Vehicle,Front,ModerateRisk
201800020576,Decreasing,Not_Applicable,Vehicle,RightSide,Straight
201800020577,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020577,Increasing,Not_Applicable,Vehicle,Back,StoppedOrParked
201800020578,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800020578,Decreasing,Not_Applicable,Vehicle,Back,StoppedOrParked
201800020581,Increasing,OtherInSidewalkOrShoulder,Not_Applicable,RightFront,Straight
201800020582,Unknown,Not_Applicable,Vehicle,Front,ModerateRisk
201800020582,Unknown,Not_Applicable,Vehicle,RightSide,Straight
201800020583,Unknown,Post,Not_Applicable,Front,Straight
201800020585,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020585,Increasing,Not_Applicable,Vehicle,Back,StoppedOrParked
201800020586,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020586,Decreasing,Not_Applicable,Vehicle,LeftSide,LaneChange
201800020587,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800020587,Decreasing,Not_Applicable,Vehicle,Back,StoppedOrParked
201800020591,Increasing,Not_Applicable,Vehicle,LeftSide,Straight
201800020591,Increasing,Not_Applicable,Vehicle,RightFront,Straight
201800020592,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020592,Increasing,Not_Applicable,Vehicle,Back,StoppedOrParked
201800020593,Decreasing,Not_Applicable,Vehicle,LeftSide,SwerveTurn
201800020593,Decreasing,Not_Applicable,Vehicle,RightSide,Straight
201800020595,Decreasing,Not_Applicable,Vehicle,RightFront,Turn
201800020595,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020596,Decreasing,Not_Applicable,Vehicle,LeftFront,Turn
201800020596,Decreasing,Not_Applicable,Vehicle,LeftFront,Straight
201800020597,Increasing,Not_Applicable,Vehicle,RightSide,Turn
201800020597,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800020598,Increasing,Not_Applicable,Pedestrian,Front,Straight
201800020600,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020600,Increasing,Not_Applicable,Vehicle,Back,StoppedOrParked
201800020605,Increasing,Not_Applicable,Not_Applicable,RightSide,ModerateRisk
201800020606,Decreasing,Not_Applicable,Vehicle,Front,SwerveTurn
201800020606,Decreasing,Not_Applicable,Vehicle,Front,StoppedOrParked
201800020608,Increasing,Not_Applicable,Vehicle,RightFront,Straight
201800020608,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800020609,Decreasing,StationaryVehicle,Vehicle,LeftFront,Overtake
201800020609,Decreasing,Not_Applicable,Vehicle,RightFront,Turn
201800020610,Unknown,Not_Applicable,Vehicle,LeftSide,ModerateRisk
201800020610,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020611,Increasing,Not_Applicable,Pedestrian,Front,Straight
201800020612,Decreasing,Not_Applicable,Vehicle,RightBack,Turn
201800020612,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020613,Increasing,Not_Applicable,Vehicle,RightFront,LaneChange
201800020613,Increasing,Not_Applicable,Vehicle,LeftFront,Straight
201800020615,Increasing,Not_Applicable,Vehicle,Front,SwerveTurn
201800020615,Decreasing,Not_Applicable,Vehicle,LeftFront,Straight
201800020616,Increasing,Not_Applicable,Vehicle,RightFront,Straight
201800020616,Increasing,Not_Applicable,Vehicle,LeftBack,Straight
201800020617,Increasing,StationaryVehicle,Not_Applicable,Front,SwerveTurn
201800020619,Increasing,Not_Applicable,Vehicle,Front,Overtake
201800020619,Increasing,Not_Applicable,Vehicle,LeftBack,Turn
201800020620,Decreasing,Not_Applicable,Vehicle,RightFront,Turn
201800020620,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020621,Decreasing,Not_Applicable,Vehicle,RightSide,Straight
201800020621,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020622,Increasing,Not_Applicable,Vehicle,Front,Overtake
201800020622,Increasing,Not_Applicable,Vehicle,LeftSide,Turn
201800020623,Increasing,Not_Applicable,Pedestrian,LeftSide,Straight
201800020625,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020625,Increasing,Not_Applicable,Vehicle,Back,StoppedOrParked
201800020628,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020628,Increasing,Not_Applicable,Vehicle,Back,StoppedOrParked
201800020630,Unknown,Not_Applicable,Vehicle,Front,Straight
201800020630,Unknown,Not_Applicable,Vehicle,Back,StoppedOrParked
201800020630,Unknown,Not_Applicable,Vehicle,Back,Turn
201800020631,Increasing,Not_Applicable,Vehicle,Front,LaneChange
201800020631,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800020632,Unknown,Not_Applicable,Pedestrian,Back,ModerateRisk
201800020633,Increasing,Not_Applicable,Vehicle,RightFront,ModerateRisk
201800020633,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020634,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020634,Increasing,Not_Applicable,Vehicle,Back,Straight
201800020635,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800020635,Decreasing,Not_Applicable,Vehicle,Back,Straight
201800020637,Increasing,Not_Applicable,Vehicle,LeftFront,Unknown
201800020637,Decreasing,Not_Applicable,Vehicle,LeftFront,Straight
201800020638,Increasing,Not_Applicable,Pedestrian,Front,Straight
201800020639,Increasing,Not_Applicable,Pedestrian,Front,Straight
201800020640,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020640,Increasing,Not_Applicable,Vehicle,Back,StoppedOrParked
201800020642,Decreasing,Not_Applicable,Vehicle,Front,ModerateRisk
201800020642,Increasing,Not_Applicable,Vehicle,LeftFront,Straight
201800020643,Increasing,Not_Applicable,Vehicle,Front,Turn
201800020643,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800020644,Increasing,Not_Applicable,Vehicle,Front,HighRisk
201800020644,Decreasing,Not_Applicable,Vehicle,LeftFront,Straight
201800020646,Unknown,Not_Applicable,Vehicle,Front,Straight
201800020646,Unknown,Not_Applicable,Not_Applicable,Back,StoppedOrParked
201800020647,Unknown,Not_Applicable,Vehicle,Front,Unknown
201800020647,Decreasing,MetallicBarrier,Vehicle,LeftFront,Unknown
201800020648,Unknown,SideWalkEdge,Not_Applicable,RightSide,Straight
201800020649,Increasing,DitchTalusOrRockyWall,Not_Applicable,LeftFront,SwerveTurn
201800020650,Unknown,Not_Applicable,Vehicle,LeftSide,Turn
201800020650,Unknown,Not_Applicable,Vehicle,LeftSide,Straight
201800020651,Increasing,Not_Applicable,Other,LeftFront,Straight
201800020651,Unknown,Not_Applicable,Vehicle,RightSide,LaneChange
201800020652,Increasing,DitchTalusOrRockyWall,Not_Applicable,Front,Turn
201800020653,Increasing,Not_Applicable,Vehicle,Front,SwerveTurn
201800020653,Increasing,Not_Applicable,Vehicle,Unknown,Unknown
201800020654,Increasing,StationaryVehicle,Not_Applicable,RightFront,SwerveTurn
201800020654,Increasing,BuildingWallOrPier,Not_Applicable,LeftBack,StoppedOrParked
201800020655,Decreasing,StreetFurniture,Not_Applicable,Front,Unknown
201800020656,Increasing,Tree,Not_Applicable,LeftFront,SwerveTurn
201800020659,Decreasing,SideWalkEdge,Not_Applicable,Front,Straight
201800020660,Decreasing,Not_Applicable,Vehicle,LeftFront,LaneChange
201800020660,Increasing,Not_Applicable,Vehicle,LeftFront,Straight
201800020661,Decreasing,Not_Applicable,Vehicle,Front,Unknown
201800020661,Unknown,Not_Applicable,Vehicle,RightFront,Unknown
201800020662,Increasing,Not_Applicable,Pedestrian,LeftFront,Unknown
201800020664,Increasing,Not_Applicable,Pedestrian,LeftFront,Turn
201800020665,Increasing,Not_Applicable,Vehicle,LeftFront,Straight
201800020665,Decreasing,Not_Applicable,Vehicle,Front,SwerveTurn
201800020666,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020666,Decreasing,Not_Applicable,Not_Applicable,Back,Straight
201800020667,Decreasing,Not_Applicable,Pedestrian,RightFront,Straight
201800020668,Unknown,Not_Applicable,Vehicle,Front,ModerateRisk
201800020668,Unknown,Not_Applicable,Vehicle,RightSide,Unknown
201800020670,Increasing,Not_Applicable,Pedestrian,Front,Straight
201800020674,Unknown,Not_Applicable,WildAnimal,RightFront,Straight
201800020674,Unknown,Not_Applicable,Vehicle,Front,Straight
201800020676,Unknown,Not_Applicable,Pedestrian,LeftFront,Straight
201800020678,Decreasing,Not_Applicable,Vehicle,RightBack,Turn
201800020678,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020678,Increasing,Not_Applicable,Vehicle,Unknown,Turn
201800020679,Increasing,BuildingWallOrPier,Not_Applicable,RightBack,SwerveTurn
201800020680,Increasing,BuildingWallOrPier,Vehicle,Front,LaneChange
201800020680,Increasing,Not_Applicable,Vehicle,RightSide,ModerateRisk
201800020681,Increasing,Not_Applicable,Vehicle,Back,Straight
201800020681,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020682,Increasing,Not_Applicable,Pedestrian,RightFront,Straight
201800020684,Increasing,BuildingWallOrPier,Not_Applicable,Front,Unknown
201800020685,Increasing,Not_Applicable,Vehicle,RightFront,Straight
201800020685,Decreasing,Not_Applicable,Vehicle,LeftFront,Turn
201800020686,Increasing,Not_Applicable,Vehicle,RightFront,SwerveTurn
201800020686,Increasing,Not_Applicable,Vehicle,RightFront,StoppedOrParked
201800020687,Increasing,Not_Applicable,Vehicle,RightFront,Turn
201800020687,Increasing,Not_Applicable,Not_Applicable,Unknown,ModerateRisk
201800020689,Decreasing,Not_Applicable,Vehicle,LeftBack,Turn
201800020689,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800020691,Increasing,Not_Applicable,Vehicle,LeftFront,LaneChange
201800020691,Decreasing,Not_Applicable,Vehicle,RightSide,Straight
201800020692,Decreasing,StationaryVehicle,Not_Applicable,LeftBack,StoppedOrParked
201800020694,Increasing,Not_Applicable,Vehicle,RightFront,LaneChange
201800020694,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020695,Decreasing,Not_Applicable,Pedestrian,Front,Straight
201800020696,Unknown,Not_Applicable,Vehicle,LeftFront,Turn
201800020696,Unknown,Not_Applicable,Vehicle,Front,Straight
201800020699,Decreasing,Not_Applicable,Vehicle,RightFront,Straight
201800020699,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020700,Increasing,Not_Applicable,Vehicle,RightFront,LaneChange
201800020700,Increasing,Not_Applicable,Vehicle,Front,BusLane
201800020701,Decreasing,Not_Applicable,Vehicle,RightFront,Turn
201800020701,Decreasing,Post,Vehicle,Front,Overtake
201800020702,Increasing,Not_Applicable,Vehicle,LeftFront,Turn
201800020702,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800020703,Increasing,Not_Applicable,Vehicle,RightFront,Turn
201800020703,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800020704,Increasing,Not_Applicable,Pedestrian,Front,Turn
201800020705,Increasing,Not_Applicable,Pedestrian,RightFront,Turn
201800020706,Unknown,TrafficSignOrEmergencyBox,RailedVehicle,Front,Straight
201800020706,Increasing,Not_Applicable,Vehicle,RightSide,Straight
201800020707,Unknown,Not_Applicable,RailedVehicle,LeftBack,LaneChange
201800020707,Increasing,Not_Applicable,Vehicle,RightFront,Straight
201800020709,Increasing,Not_Applicable,Pedestrian,RightFront,Straight
201800020710,Decreasing,Not_Applicable,Vehicle,LeftFront,Straight
201800020710,Increasing,Not_Applicable,Vehicle,LeftSide,Turn
201800020711,Increasing,Post,Pedestrian,Front,Straight
201800020712,Increasing,Not_Applicable,Pedestrian,LeftFront,Straight
201800020713,Increasing,Not_Applicable,Vehicle,LeftFront,ModerateRisk
201800020713,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020714,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020714,Increasing,Not_Applicable,Vehicle,Back,Straight
201800020718,Increasing,Not_Applicable,Pedestrian,Back,StoppedOrParked
201800020721,Increasing,Not_Applicable,Pedestrian,RightFront,Straight
201800020722,Decreasing,Not_Applicable,Vehicle,LeftFront,Turn
201800020722,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020724,Increasing,Not_Applicable,Pedestrian,Back,ModerateRisk
201800020725,Increasing,Not_Applicable,Pedestrian,LeftFront,Turn
201800020730,Increasing,Not_Applicable,Pedestrian,Unknown,Unknown
201800020731,Unknown,Not_Applicable,Vehicle,RightFront,LaneChange
201800020731,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020732,Increasing,Not_Applicable,Pedestrian,LeftFront,Unknown
201800020733,Increasing,Not_Applicable,Pedestrian,Front,Turn
201800020734,Increasing,Not_Applicable,Pedestrian,Front,Unknown
201800020735,Increasing,Not_Applicable,Pedestrian,Front,Turn
201800020737,Increasing,Not_Applicable,Pedestrian,LeftFront,Straight
201800020737,Decreasing,Not_Applicable,Pedestrian,LeftFront,Straight
201800020740,Increasing,SideWalkEdge,Not_Applicable,Front,Unknown
201800020741,Decreasing,Not_Applicable,Vehicle,RightBack,Turn
201800020741,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020742,Increasing,Not_Applicable,Vehicle,LeftFront,Turn
201800020742,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020745,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020745,Increasing,Not_Applicable,Vehicle,Back,Straight
201800020746,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020746,Unknown,Not_Applicable,Vehicle,RightSide,LaneChange
201800020747,Increasing,Not_Applicable,Pedestrian,Front,Turn
201800020749,Increasing,Not_Applicable,Vehicle,Front,Turn
201800020749,Decreasing,StationaryVehicle,Vehicle,Front,Straight
201800020750,Decreasing,Not_Applicable,Pedestrian,Front,Straight
201800020751,Unknown,Not_Applicable,Not_Applicable,Unknown,Straight
201800020752,Increasing,Not_Applicable,Vehicle,Front,Overtake
201800020752,Decreasing,Tree,Vehicle,LeftFront,Straight
201800020753,Increasing,BuildingWallOrPier,Not_Applicable,Front,Straight
201800020754,Unknown,Not_Applicable,Not_Applicable,LeftBack,StoppedOrParked
201800020754,Unknown,StationaryVehicle,Not_Applicable,RightFront,Straight
201800020755,Increasing,Not_Applicable,Vehicle,Front,SwerveTurn
201800020757,Increasing,StationaryVehicle,Not_Applicable,Front,ModerateRisk
201800020759,Increasing,Not_Applicable,Vehicle,RightBack,Overtake
201800020759,Increasing,Not_Applicable,Vehicle,LeftSide,SwerveTurn
201800020760,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020760,Increasing,Not_Applicable,Vehicle,LeftBack,Turn
201800020763,Decreasing,Not_Applicable,Vehicle,RightBack,Turn
201800020763,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020764,Decreasing,Not_Applicable,Vehicle,RightSide,HighRisk
201800020764,Decreasing,Not_Applicable,WildAnimal,LeftFront,Unknown
201800020769,Increasing,Not_Applicable,Pedestrian,Front,Turn
201800020770,Unknown,Not_Applicable,Vehicle,LeftFront,SwerveTurn
201800020770,Unknown,Not_Applicable,Vehicle,LeftFront,Straight
201800020772,Unknown,Not_Applicable,Not_Applicable,LeftSide,Straight
201800020773,Unknown,StreetFurniture,Not_Applicable,Front,Unknown
201800020774,Increasing,StreetFurniture,Not_Applicable,LeftFront,Unknown
201800020775,Decreasing,TrafficIslandRefugeOrMilestone,Not_Applicable,Front,Unknown
201800020776,Unknown,Not_Applicable,Vehicle,LeftFront,LaneChange
201800020776,Unknown,Not_Applicable,Vehicle,RightSide,Straight
201800020779,Unknown,Not_Applicable,Vehicle,Front,Turn
201800020779,Unknown,Not_Applicable,Vehicle,RightFront,SwerveTurn
201800020780,Increasing,Not_Applicable,Vehicle,LeftFront,LaneChange
201800020780,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800020781,Decreasing,Not_Applicable,Vehicle,RightFront,Turn
201800020781,Increasing,Not_Applicable,Vehicle,LeftFront,Straight
201800020782,Decreasing,Not_Applicable,Pedestrian,LeftSide,Straight
201800020786,Increasing,Not_Applicable,Vehicle,RightFront,Turn
201800020786,Decreasing,Not_Applicable,Vehicle,RightFront,Straight
201800020787,Unknown,Not_Applicable,Vehicle,Front,Straight
201800020787,Unknown,Not_Applicable,Vehicle,Back,StoppedOrParked
201800020787,Unknown,Not_Applicable,Vehicle,Front,StoppedOrParked
201800020788,Decreasing,Tree,Not_Applicable,Front,Straight
201800020789,Increasing,Not_Applicable,Pedestrian,Front,Unknown
201800020790,Increasing,Not_Applicable,Vehicle,LeftFront,HighRisk
201800020790,Decreasing,Not_Applicable,Vehicle,LeftFront,Straight
201800020792,Increasing,Not_Applicable,Pedestrian,Front,Straight
201800020794,Decreasing,Not_Applicable,Vehicle,Front,Unknown
201800020794,Decreasing,Not_Applicable,Vehicle,Back,Straight
201800020797,Decreasing,Not_Applicable,Pedestrian,RightSide,Straight
201800020798,Increasing,DitchTalusOrRockyWall,Not_Applicable,RightFront,Straight
201800020799,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020799,Increasing,Not_Applicable,Vehicle,RightBack,Straight
201800020799,Increasing,Not_Applicable,Vehicle,Back,Straight
201800020800,Decreasing,BuildingWallOrPier,Not_Applicable,Front,Straight
201800020802,Increasing,Not_Applicable,Vehicle,RightBack,LaneChange
201800020802,Increasing,Not_Applicable,Vehicle,LeftFront,Straight
201800020803,Decreasing,SideWalkEdge,Not_Applicable,Front,Unknown
201800020804,Decreasing,Not_Applicable,Vehicle,RightFront,Unknown
201800020804,Decreasing,Not_Applicable,Vehicle,Back,ModerateRisk
201800020806,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020806,Decreasing,Not_Applicable,Vehicle,Front,SwerveTurn
201800020807,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020807,Increasing,Not_Applicable,Vehicle,Back,Straight
201800020809,Unknown,Not_Applicable,Vehicle,RightFront,Straight
201800020809,Unknown,Not_Applicable,Vehicle,Front,ModerateRisk
201800020810,Unknown,Post,Not_Applicable,LeftFront,SwerveTurn
201800020811,Decreasing,Not_Applicable,Vehicle,LeftSide,SwerveTurn
201800020811,Decreasing,Not_Applicable,Vehicle,RightSide,Overtake
201800020811,Decreasing,StationaryVehicle,Not_Applicable,Front,Unknown
201800020812,Increasing,Not_Applicable,Pedestrian,Front,Straight
201800020813,Unknown,Not_Applicable,Pedestrian,LeftFront,Straight
201800020814,Unknown,Not_Applicable,Vehicle,Front,SwerveTurn
201800020814,Unknown,Not_Applicable,Vehicle,Front,Straight
201800020817,Decreasing,Not_Applicable,Vehicle,Front,Straight
201800020817,Decreasing,Not_Applicable,Vehicle,Back,Straight
201800020818,Unknown,Not_Applicable,Vehicle,LeftFront,ModerateRisk
201800020818,Unknown,Not_Applicable,Vehicle,RightBack,Straight
201800020819,Unknown,Not_Applicable,Vehicle,Front,Straight
201800020819,Unknown,Not_Applicable,Vehicle,Front,Turn
201800020821,Increasing,Not_Applicable,Vehicle,Back,Straight
201800020821,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020823,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020823,Increasing,Not_Applicable,Vehicle,Back,StoppedOrParked
201800020824,Increasing,Not_Applicable,Vehicle,Front,Straight
201800020824,Increasing,Not_Applicable,Vehicle,Back,StoppedOrParked
201800020826,Increasing,Not_Applicable,Not_Applicable,Unknown,Straight
201800020827,Increasing,Not_Applicable,Vehicle,RightFront,Straight
201800020827,Decreasing,Not_Applicable,Vehicle,LeftFront,Turn
